      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009         80128           29732           29825            1491            9309            9037            2901           10959           11138            792              0               0               0       
      0.10          5.025009         80952           31159           31185            1550            9201            8895            2909            9640            9920            725              0               0               0       
      0.20          5.025009         81648           31594           31593            1566            8544            8162            2758            9862           10245            860              0               0               0       
      0.30          5.025009         82106           30856           30845            1526            8090            7633            2688           10578           11029            943             476             493              27      
      0.40          5.025009         82362           30307           30240            1498            7533            7029            2546           11484           12059            1054            676             672              86      
      0.50          5.025009         82549           28647           28482            1411            7779            7173            2664           11449           12062            931             2125            2283            178      
      0.60          5.025009         82400           27687           27559            1362            8131            7482            2774           11229           11859            826             2953            3100            222      
      0.70          5.025009         82298           27968           27846            1373            8387            7731            2856           11234           11865            820             2411            2558            135      
      0.80          5.025009         82248           27485           27399            1348            8366            7681            2842           11309           11983            816             2840            2937            178      
      0.90          5.025009         82194           26926           26774            1316            8481            7643            2867           11438           12356            827             3155            3227            174      
      1.00          5.025009         82279           26719           26589            1305            8201            7338            2760           11735           12611            857             3345            3462            262      
      1.10          5.025009         82140           26410           26350            1288            8430            7637            2833           11625           12428            845             3535            3585            218      
      1.20          5.025009         81973           27029           26971            1317            8636            7849            2886           11168           11911            802             3167            3269            179      
      1.30          5.025009         81977           26143           26110            1273            8571            7750            2855           11616           12384            851             3670            3756            205      
      1.40          5.025009         81902           25644           25483            1244            8572            7742            2845           11905           12743            877             3879            4032            218      
      1.50          5.025009         81743           25781           25622            1249            8858            8031            2916           11613           12459            807             3748            3888            212      
      1.60          5.025009         81586           26012           25931            1260            8812            7980            2901           11664           12448            822             3512            3641            201      
      1.70          5.025009         81545           25926           25780            1251            8863            8043            2903           11918           12723            838             3293            3454            192      
      1.80          5.025009         81414           24830           24860            1202            8944            8131            2896           12038           12820            856             4188            4189            230      
      1.90          5.025009         81262           24956           24951            1205            8986            8169            2899           12058           12884            858             4000            3996            222      
      2.00          5.025009         81161           24256           24253            1168            8910            8122            2878           12563           13303            901             4271            4322            237      
      2.10          5.025009         81023           25216           25182            1213            9103            8320            2930           12025           12776            834             3656            3722            207      
      2.20          5.025009         81108           25580           25586            1228            9065            8254            2916           11653           12409            830             3702            3751            210      
      2.30          5.025009         81280           24923           24909            1195            8996            8137            2905           12087           12901            860             3994            4053            224      
      2.40          5.025009         81322           25132           25085            1204            9007            8118            2920           11989           12880            843             3872            3917            217      
      2.50          5.025009         81334           25407           25416            1216            8945            8075            2908           12007           12816            854             3641            3693            206      
      2.60          5.025009         81321           25053           24969            1197            9004            8075            2917           12136           13077            857             3807            3879            213      
      2.70          5.025009         81289           26121           26076            1255            9008            8094            2911           11990           12871            856             2881            2959            162      
      2.80          5.025009         81302           25830           25825            1237            9023            8041            2918           11684           12572            833             3463            3562            196      
      2.90          5.025009         81351           24472           24530            1174            8856            7875            2868           12395           13227            907             4277            4368            235      
      3.00          5.025009         81351           24811           24902            1193            8982            7943            2903           11953           12855            856             4254            4300            232      
      3.10          5.025009         81399           25888           26026            1247            8977            7936            2892           11544           12426            846             3591            3612            199      
      3.20          5.025009         81456           25682           25822            1240            8883            7867            2883           11899           12768            852             3536            3543            209      
      3.30          5.025009         81459           25887           25951            1250            8996            7846            2893           11938           13001            867             3179            3202            174      
      3.40          5.025009         81511           24696           24780            1188            8585            7540            2782           12546           13511            954             4173            4169            260      
      3.50          5.025009         81609           25943           26035            1249            8827            7782            2868           12057           12993            890             3173            3190            177      
      3.60          5.025009         81527           24959           25082            1203            8751            7691            2851           12257           13209            912             4033            4018            218      
      3.70          5.025009         81437           25681           25915            1243            8845            7769            2866           11765           12620            841             3709            3696            234      
      3.80          5.025009         81425           25609           25928            1241            8892            7885            2881           11645           12470            855             3854            3717            207      
      3.90          5.025009         81351           25167           25347            1218            8820            7757            2852           12021           12931            897             3992            3965            217      
      4.00          5.025009         81418           26212           26507            1274            9079            7990            2917           11534           12412            818             3175            3091            175      
      4.10          5.025009         81366           26202           26494            1275            8951            7884            2879           11865           12757            867             2982            2865            163      
      4.20          5.025009         81362           26354           26701            1281            9149            8022            2898           11409           12357            814             3088            2920            191      
      4.30          5.025009         81243           26565           26890            1292            9303            8125            2938           11504           12464            808             2628            2521            146      
      4.40          5.025009         81199           27425           27755            1335            9244            8065            2931           11202           12123            796             2129            2057            122      
      4.50          5.025009         81165           26306           26652            1282            9192            8053            2906           11627           12574            840             2875            2721            156      
      4.60          5.025009         80935           25940           26253            1262            9307            8142            2932           11896           12886            835             2857            2719            155      
      4.70          5.025009         80862           26037           26380            1263            9205            8027            2887           11908           12856            878             2850            2737            156      
      4.80          5.025009         80868           26779           27068            1293            9405            8165            2938           11279           12317            799             2537            2450            154      
      4.90          5.025009         80984           26154           26554            1261            9260            8011            2897           11743           12729            871             2843            2706            155      
      5.00          5.025009         81118           26198           26585            1261            9121            7939            2880           11898           12834            892             2783            2642            151      
      5.10          5.025009         81140           26579           26988            1278            9071            7839            2875           11832           12814            893             2518            2359            138      
      5.20          5.025009         81229           27165           27441            1306            9198            7900            2910           11886           12974            869             1751            1685             99      
      5.30          5.025009         81177           27826           28171            1340            9290            8015            2931           11366           12379            826             1518            1435             87      
      5.40          5.025009         81304           27461           27808            1325            9171            7863            2899           11672           12732            866             1696            1597             94      
      5.50          5.025009         81250           27841           28127            1345            9248            7920            2919           11425           12558            837             1486            1395             83      
      5.60          5.025009         81151           27741           27961            1339            9254            7917            2914           11393           12575            842             1612            1547             89      
      5.70          5.025009         81023           27121           27391            1309            9305            7936            2913           11910           13093            871             1664            1580             91      
      5.80          5.025009         81019           27068           27400            1307            9286            7893            2903           11852           12996            876             1794            1711             98      
      5.90          5.025009         81070           27201           27565            1314            9244            7871            2904           11733           12841            866             1822            1723            100      
      6.00          5.025009         81116           28010           28365            1354            9409            7991            2944           11009           12151            782             1572            1493            104      
      6.10          5.025009         81012           27769           28093            1341            9475            8085            2950           11278           12430            810             1478            1392             83      
      6.20          5.025009         80897           26787           27202            1294            9174            7884            2878           12219           13173            893             1820            1741            119      
      6.30          5.025009         80893           27217           27597            1314            9258            8029            2911           11766           12684            862             1759            1690             97      
      6.40          5.025009         80779           27077           27498            1309            9211            7962            2869           11770           12689            854             1942            1851            152      
      6.50          5.025009         80843           27478           27920            1329            9499            8222            2955           11378           12285            808             1645            1573             92      
      6.60          5.025009         80932           27777           28237            1345            9338            8074            2921           11299           12163            829             1586            1526             89      
      6.70          5.025009         81028           27663           28141            1340            9296            7998            2909           11452           12335            846             1589            1526             89      
      6.80          5.025009         80940           27767           28345            1347            9339            8055            2934           11368           12158            817             1526            1442             86      
      6.90          5.025009         81126           27890           28420            1354            9252            7957            2903           11359           12197            843             1499            1426             84      
      7.00          5.025009         81113           27983           28447            1359            9148            7800            2858           11607           12556            854             1262            1197            113      
      7.10          5.025009         81022           27961           28480            1360            9374            8037            2938           11277           12149            808             1388            1334             78      
      7.20          5.025009         81027           27729           28231            1348            9377            7973            2916           11457           12395            839             1437            1401             81      
      7.30          5.025009         81035           27625           28163            1343            9380            8029            2939           11440           12340            816             1555            1468             86      
      7.40          5.025009         81137           26870           27284            1303            9330            7916            2911           12177           13255            881             1623            1545             89      
      7.50          5.025009         80989           27896           28403            1354            9531            8067            2969           11138           12189            782             1435            1341             79      
      7.60          5.025009         80935           27023           27461            1308            9387            7921            2911           12100           13204            866             1490            1414             99      
      7.70          5.025009         80829           27164           27662            1316            9483            8060            2935           11965           12955            857             1388            1323             76      
      7.80          5.025009         80764           27622           28199            1339            9467            8064            2936           11580           12492            837             1331            1245             72      
      7.90          5.025009         80849           27236           27687            1315            9270            7963            2891           12252           13161            901             1242            1189             77      
      8.00          5.025009         80780           27793           28319            1342            9621            8233            2981           11562           12484            805             1024            964              56      
      8.10          5.025009         80764           27734           28253            1337            9758            8337            3000           11241           12199            779             1267            1211             68      
      8.20          5.025009         80713           27177           27667            1308            9606            8161            2950           11758           12757            849             1459            1415             77      
      8.30          5.025009         80622           27365           27869            1317            9668            8170            2964           11618           12649            831             1349            1312             72      
      8.40          5.025009         80616           27718           28301            1335            9779            8249            2980           11234           12231            801             1269            1219             68      
      8.50          5.025009         80585           26863           27393            1292            9456            7978            2889           12273           13227            927             1408            1402             76      
      8.60          5.025009         80595           27320           27906            1315            9717            8183            2969           11720           12727            834             1243            1184             66      
      8.70          5.025009         80585           27222           27842            1310            9607            8118            2946           11923           12865            863             1248            1175             65      
      8.80          5.025009         80691           27758           28412            1336            9553            8080            2944           11677           12547            851             1012            961              53      
      8.90          5.025009         80767           28240           28883            1359            9702            8167            2973           11179           12083            805             879             867              47      
      9.00          5.025009         80910           28169           28814            1357            9478            8024            2935           11699           12551            858             654             611              34      
      9.10          5.025009         80883           27811           28414            1340            9433            7914            2915           12107           13068            896             649             604              33      
      9.20          5.025009         80866           28596           29095            1379            9343            7850            2895           11928           12941            873             133             114              37      
      9.30          5.025009         80866           28818           29367            1391            9435            7891            2918           11687           12684            857              60              58              18      
      9.40          5.025009         80898           28567           29125            1381            9457            7909            2924           11913           12913            860              63              53              19      
      9.50          5.025009         80898           28224           28805            1364            9399            7919            2913           11863           12829            862             514             447              45      
      9.60          5.025009         80847           28011           28449            1350            9517            7939            2939           12172           13343            880             300             269              15      
      9.70          5.025009         80799           29072           29606            1406            9557            8014            2948           11295           12314            808              76              66              22      
      9.80          5.025009         80684           28567           29067            1382            9694            8191            2974           11739           12742            828              0               0               0       
      9.90          5.025009         80581           28312           28754            1368            9598            8101            2944           12090           13145            872              0               0               0       
     10.00          5.025009         80492           28146           28585            1359            9700            8197            2951           12154           13218            874              0               0               0       
     10.10          5.025009         80512           28332           28797            1368            9627            8083            2928           12041           13120            888              0               0               0       
     10.20          5.025009         80454           28402           28886            1371            9668            8062            2936           11930           13052            877              0               0               0       
     10.30          5.025009         80396           28636           29184            1382            9887            8235            2975           11477           12581            827              0               0               0       
     10.40          5.025009         80445           28501           29063            1375            9672            8083            2948           11827           12854            861              0               0               0       
     10.50          5.025009         80548           28640           29183            1380            9708            8131            2963           11652           12686            841              0               0               0       
     10.60          5.025009         80638           28688           29321            1385            9680            8118            2957           11632           12561            842              0               0               0       
     10.70          5.025009         80659           28621           29247            1383            9326            7754            2857           12053           12999            944              0               0               0       
