      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009           10              0               0               0               0               0               0             50000           50000            5184             0               0               0       
      0.10          5.025009          3045             0               0               0               0               0               0             50000           50000            5184             0               0               0       
      0.20          5.025009          3319             0               0               0               24              22              4             49976           49978            5180             0               0               0       
      0.30          5.025009          2056             0               0               0               42              50              10            49958           49950            5174             0               0               0       
      0.40          5.025009          4037             0               0               0               47              51              10            49953           49949            5174             0               0               0       
      0.50          5.025009          3458             0               0               0               39              50              9             49961           49950            5175             0               0               0       
      0.60          5.025009          4611             0               0               0              221             192              40            49779           49808            5144             0               0               0       
      0.70          5.025009          2457             0               0               0              332             276              60            49668           49724            5124             0               0               0       
      0.80          5.025009          3668             0               0               0              507             482              94            49493           49518            5090             0               0               0       
      0.90          5.025009          4023             0               0               0              883             862             163            49117           49138            5021             0               0               0       
      1.00          5.025009          5248             0               0               0              1111            963             205            48889           49037            4979             0               0               0       
      1.10          5.025009          6370            239             307              12             2044            1873            391            47717           47820            4781             0               0               0       
      1.20          5.025009         12129             91             105              4              3697            3285            674            46212           46610            4506             0               0               0       
      1.30          5.025009         13665            620             821              29             6697            5936            1219           42683           43243            3936             0               0               0       
      1.40          5.025009         15475            1161            1462             51             9067            7729            1646           39447           40514            3446            325             295              41      
      1.50          5.025009         17196            2028            2647             89            13462           11026            2419           30227           31791            2382            4283            4536            294      
      1.60          5.025009         18973            2916            3728            126            15288           12176            2903           22176           23737            1528            9620           10359            627      
      1.70          5.025009         20301            4794            5864            203            14978           11449            3052           11535           12569            772            18693           20118            1157     
      1.80          5.025009         27392            5787            7055            244            13649           10098            3076           11513           12524            708            19051           20323            1156     
      1.90          5.025009         22697            7949            9622            336            12484            9081            3073           11125           11939            671            18442           19358            1104     
      2.00          5.025009         29549            8045            9785            343            10966            7712            2931           11759           12458            723            19230           20045            1187     
      2.10          5.025009         30486            9610           11623            412            10266            6966            2929           11524           12170            693            18600           19241            1150     
