      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009           10              0               0               0               0               0               0             50000           50000            5184             0               0               0       
      0.10          5.025009          2736             0               0               0               54              41              8             49946           49959            5176             0               0               0       
      0.20          5.025009          3818             0               0               0               93              85              16            49907           49915            5168             0               0               0       
      0.30          5.025009          3142             0               0               0               81              99              16            49919           49901            5168             0               0               0       
      0.40          5.025009          3911             0               0               0              334             284              56            49666           49716            5128             0               0               0       
      0.50          5.025009          2897             0               0               0               54              47              8             49946           49953            5176             0               0               0       
      0.60          5.025009          5466             0               0               0              114             124              20            49886           49876            5164             0               0               0       
      0.70          5.025009          3237             0               0               0              184             175              31            49816           49825            5153             0               0               0       
      0.80          5.025009          3474             0               0               0               37              38              6             49963           49962            5178             0               0               0       
      0.90          5.025009          7475             0               0               0              164             141              27            49836           49859            5157             0               0               0       
      1.00          5.025009          3400             0               0               0              247             229              40            49753           49771            5144             0               0               0       
      1.10          5.025009          2009             0               0               0              803             721             133            49197           49279            5051             0               0               0       
      1.20          5.025009          3559             0               0               0              1115            1093            188            48885           48907            4996             0               0               0       
      1.30          5.025009          4204             0               0               0              1536            1398            247            48464           48602            4937             0               0               0       
      1.40          5.025009          3609             0               0               0              2073            1850            324            47927           48150            4860             0               0               0       
      1.50          5.025009          4003             0               0               0              1996            1909            329            48004           48091            4855             0               0               0       
      1.60          5.025009          4596             0               0               0              2793            2537            453            47207           47463            4731             0               0               0       
      1.70          5.025009          5163            110             160              6              3132            2673            492            46758           47167            4686             0               0               0       
      1.80          5.025009          6209            108              96              4              5048            4343            791            44844           45561            4389             0               0               0       
      1.90          5.025009          7200             0               0               0              5565            4744            883            44435           45256            4301             0               0               0       
      2.00          5.025009          8518            558             859              27             7953            6602            1224           41489           42539            3933             0               0               0       
      2.10          5.025009          9551            841             1334             41             9328            7713            1457           39422           40590            3643            409             363              43      
      2.20          5.025009         10994            1752            2577             82            12344           10017            1874           31461           31740            2917            4443            5666            311      
      2.30          5.025009         12267            3151            4535            146            14776           11725            2227           24232           24383            2213            7841            9357            598      
      2.40          5.025009         13610            3229            4602            147            16786           13014            2540           21911           22683            1929            8074            9701            568      
      2.50          5.025009         14892            3782            5394            172            18174           13522            2727           18660           20211            1594            9384           10873            691      
      2.60          5.025009         16279            5272            7541            241            21800           15676            3253           10659           13966            744            12269           12817            946      
      2.70          5.025009         33819            6092            8756            280            21017           14283            3219           11288           14549            788            11603           12412            897      
      2.80          5.025009         35987            6907            9979            320            21578           13707            3365           11452           14797            779            10063           11517            720      
      2.90          5.025009         37927            8378           12302            394            20953           12611            3376           11501           14488            793             9168           10599            621      
      3.00          5.025009         39829            9438           13808            444            19910           11348            3368           11442           14194            763             9210           10650            609      
      3.10          5.025009         41805           10717           15634            507            18027            9582            3231           11762           14073            826             9494           10711            620      
      3.20          5.025009         43597           11624           17057            554            17067            8420            3231           11590           13741            757             9719           10782            642      
      3.30          5.025009         45198           13135           19066            626            15805            7385            3189           11746           13401            776             9314           10148            593      
      3.40          5.025009         46578           15173           21764            722            14826            6491            3162           11573           12737            779             8428            9008            521      
      3.50          5.025009         47722           16300           23400            780            14083            5885            3199           11095           11928            675             8522            8787            530      
      3.60          5.025009         48745           16362           23437            787            13121            5171            3137           11630           12253            718             8887            9139            542      
      3.70          5.025009         49538           16477           23739            799            12149            4634            3056           12131           12444            761             9243            9183            568      
      3.80          5.025009         50228           17174           24680            838            11710            4372            3078           11793           11816            707             9323            9132            561      
      3.90          5.025009         50630           17581           25128            861            11505            4385            3111           11749           11629            685             9165            8858            527      
      4.00          5.025009         50907           17825           25399            876            11221            4339            3089           11850           11593            702             9104            8669            517      
      4.10          5.025009         51113           17367           24750            855            10882            4198            3044           12455           12153            759             9296            8899            526      
      4.20          5.025009         51231           17561           24967            866            10834            4324            3055           12421           12031            740             9184            8678            523      
      4.30          5.025009         51180           18602           26376            916            10985            4719            3108           11742           11008            676             8671            7897            484      
      4.40          5.025009         51147           18323           25840            900            10845            4736            3084           11862           11133            680             8970            8291            520      
      4.50          5.025009         51433           18805           26419            925            10757            4746            3090           11637           10753            672             8801            8082            497      
      4.60          5.025009         51631           19187           26825            945            10638            4632            3076           11583           10704            679             8592            7839            484      
      4.70          5.025009         51677           19153           26912            949            10616            4718            3082           11593           10580            671             8638            7790            482      
      4.80          5.025009         51810           19643           27534            973            10553            4663            3066           11236           10203            656             8568            7600            489      
      4.90          5.025009         51805           19681           27403            969            10493            4644            3069           11352           10393            658             8474            7560            488      
      5.00          5.025009         51732           19281           26979            951            10501            4598            3075           11476           10653            653             8742            7770            505      
      5.10          5.025009         51844           19091           26590            940            10422            4572            3059           11710           10879            692             8777            7959            493      
      5.20          5.025009         52048           19148           26556            941            10442            4593            3077           11548           10704            662             8862            8147            504      
      5.30          5.025009         52077           18299           25564            902            10290            4573            3031           11961           11123            713             9450            8740            538      
      5.40          5.025009         51861           18536           25726            909            10319            4666            3043           11805           11068            686             9340            8540            546      
      5.50          5.025009         52151           18869           26089            924            10251            4490            3031           11946           11171            710             8934            8250            519      
      5.60          5.025009         52239           19148           26526            939            10297            4509            3076           11681           10852            666             8874            8113            503      
      5.70          5.025009         52329           18992           26184            928            10345            4521            3066           11767           11111            688             8896            8184            502      
      5.80          5.025009         52345           18741           25993            919            10141            4466            3020           12008           11302            717             9110            8239            528      
      5.90          5.025009         52672           19727           27045            962            10254            4596            3078           11349           10506            663             8670            7853            481      
      6.00          5.025009         52799           20259           27649            984            10232            4574            3094           10988           10086            628             8521            7691            478      
      6.10          5.025009         53012           19563           26765            954             9927            4500            3022           11620           10760            694             8890            7975            514      
      6.20          5.025009         53218           19425           26570            947             9991            4565            3051           11748           10971            696             8836            7894            490      
      6.30          5.025009         53153           19814           26981            964            10195            4680            3094           11383           10619            646             8608            7720            480      
      6.40          5.025009         53147           19896           27020            965            10001            4590            3047           11448           10713            673             8655            7677            499      
      6.50          5.025009         53069           20189           27407            979            10235            4712            3101           11168           10456            632             8408            7425            472      
      6.60          5.025009         53152           19723           26845            958            10031            4630            3044           11654           10957            692             8592            7568            490      
      6.70          5.025009         53342           20422           27645            991            10094            4630            3067           11196           10478            647             8288            7247            479      
      6.80          5.025009         53365           20026           27104            971            10128            4654            3054           11334           10568            677             8512            7674            482      
      6.90          5.025009         53489           20191           27280            977            10374            4778            3102           10992           10350            635             8443            7592            470      
      7.00          5.025009         53495           20081           26984            965            10372            4805            3093           11190           10604            658             8357            7607            468      
      7.10          5.025009         53562           20276           27207            973            10419            4894            3094           11054           10471            649             8251            7428            468      
