      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009         84677           31357           31120            1508            6989            7265            2862           11654           11615            814              0               0               0       
      0.10          5.025009         85496           33176           32857            1587            6823            6765            2827           10001           10378            770              0               0               0       
      0.20          5.025009         86160           32972           32613            1569            6453            6095            2765            9937           10614            814             638             678              36      
      0.30          5.025009         86122           30198           30027            1426            6439            5976            2779           10704           11424            837             2659            2573            142      
      0.40          5.025009         85821           29088           28932            1363            6894            6379            2936           10824           11574            714             3194            3115            171      
      0.50          5.025009         85256           22631           22571            1048            6753            6192            2830           16694           17452            1085            3922            3785            221      
      0.60          5.025009         84769           22331           22273            1026            6836            6239            2789           13644           14423            970             7189            7065            399      
      0.70          5.025009         84319           22293           22395            1023            7323            6601            2865           14829           15735            939             5555            5269            357      
      0.80          5.025009         83887           20129           20066            913             7294            6521            2808           14923           15966            989             7654            7447            474      
      0.90          5.025009         83466           22620           22576            1026            8014            7080            2967           13011           14162            859             6355            6182            332      
      1.00          5.025009         83214           21937           21935            993             8188            7139            2974           13055           14229            861             6820            6697            356      
      1.10          5.025009         83115           23480           23419            1063            8417            7213            2998           12255           13647            811             5848            5721            312      
      1.20          5.025009         82893           23607           23578            1070            8549            7156            2991           12328           13894            829             5516            5372            294      
      1.30          5.025009         82757           24352           24319            1103            8647            7126            2990           11787           13490            810             5214            5065            281      
      1.40          5.025009         82652           24077           23976            1087            8878            7276            3027           11527           13343            775             5518            5405            295      
      1.50          5.025009         82405           23845           23792            1078            8985            7157            3006           11699           13709            809             5471            5342            291      
      1.60          5.025009         82432           24863           24870            1125            9088            7222            3029           11322           13325            775             4727            4583            255      
      1.70          5.025009         82406           23492           23459            1059            8834            7005            2946           12177           14096            885             5497            5440            294      
      1.80          5.025009         82418           24226           24232            1094            9004            7055            2989           11600           13655            825             5170            5058            276      
      1.90          5.025009         82278           25404           25538            1152            9171            7120            3019           11048           13149            776             4377            4193            237      
      2.00          5.025009         82341           25694           25840            1166            9246            7102            3015           10968           13180            775             4092            3878            228      
      2.10          5.025009         82187           25467           25522            1154            9256            7091            3012           11117           13325            794             4160            4062            224      
      2.20          5.025009         82058           25515           25510            1155            9307            7140            3016           11370           13627            799             3808            3723            214      
      2.30          5.025009         82013           26135           26130            1185            9331            7126            3004           11319           13586            809             3215            3158            186      
      2.40          5.025009         81980           24300           24328            1101            9116            6906            2933           12922           15214            926             3662            3552            224      
      2.50          5.025009         82000           27301           27346            1241            9604            7191            3060           10624           12991            737             2471            2472            146      
      2.60          5.025009         82049           26269           26243            1193            9416            7018            3005           11572           13965            832             2743            2774            154      
      2.70          5.025009         82123           25743           25898            1170            9441            6980            3016           11413           13828            811             3403            3294            187      
      2.80          5.025009         82037           24758           24846            1123            9446            6960            2995           12970           15393            901             2826            2801            165      
      2.90          5.025009         81877           25608           25718            1161            9594            7013            3022           11814           14361            828             2984            2908            173      
      3.00          5.025009         81800           26229           26285            1188            9675            7055            3029           11500           14095            813             2596            2565            154      
      3.10          5.025009         81827           26255           26297            1188            9583            7035            3002           11736           14253            852             2426            2415            142      
      3.20          5.025009         81585           25481           25651            1155            9609            7128            2997           12149           14531            874             2761            2690            158      
      3.30          5.025009         81637           25937           25979            1172            9555            7064            2996           12133           14635            885             2375            2322            131      
      3.40          5.025009         81655           26333           26438            1193            9787            7152            3039           11718           14285            825             2162            2125            127      
      3.50          5.025009         81573           25683           25680            1160            9618            7041            2994           12336           14964            899             2363            2315            131      
      3.60          5.025009         81395           26493           26579            1197            9974            7331            3074           11382           13997            790             2151            2093            123      
      3.70          5.025009         81294           26531           26593            1196            9954            7324            3066           11501           14113            806             2014            1970            116      
      3.80          5.025009         81313           26083           26218            1176            9914            7236            3038           11858           14468            850             2145            2078            120      
      3.90          5.025009         81400           26918           27146            1217            9941            7210            3035           11066           13676            817             2075            1968            115      
      4.00          5.025009         81487           26516           26750            1200            9808            7063            3012           11700           14309            863             1976            1878            109      
      4.10          5.025009         81265           26704           26944            1210            9840            7122            3014           11413           14002            849             2043            1932            111      
      4.20          5.025009         81526           27727           27998            1259           10020            7190            3066           10615           13270            771             1638            1542             88      
      4.30          5.025009         81571           26951           27141            1223            9894            7000            3020           11464           14273            849             1691            1586             92      
      4.40          5.025009         81707           27191           27455            1236            9894            7016            3033           11228           13952            825             1687            1577             90      
      4.50          5.025009         81568           27258           27534            1243            9974            7045            3043           11148           13887            812             1620            1534             86      
      4.60          5.025009         81594           27638           27942            1264            9909            7009            3020           10998           13691            824             1455            1358             76      
      4.70          5.025009         81551           28130           28371            1287           10038            7110            3052           10810           13568            790             1022            951              55      
      4.80          5.025009         81504           28551           28753            1304           10109            7134            3068           10528           13349            767             812             764              45      
      4.90          5.025009         81407           27450           27698            1252           10138            7172            3066           11510           14324            820             902             806              46      
      5.00          5.025009         81123           27583           27718            1253           10128            7236            3051           11402           14236            836             887             810              44      
      5.10          5.025009         81190           27746           27966            1262           10081            7161            3031           11260           14071            848             913             802              43      
      5.20          5.025009         81309           27476           27810            1251           10079            7102            3040           11020           13765            825             1425            1323             68      
      5.30          5.025009         81222           27544           27914            1256           10191            7162            3066           10840           13624            794             1425            1300             68      
      5.40          5.025009         81037           26777           26978            1216           10104            7083            3027           11350           14273            826             1769            1666            115      
      5.50          5.025009         80985           27054           27238            1228           10241            7251            3053           11274           14144            832             1431            1367             71      
      5.60          5.025009         80810           27678           27883            1257           10426            7388            3082           10699           13607            786             1197            1122             59      
      5.70          5.025009         80829           28241           28443            1282           10444            7395            3091           10709           13612            780             606             550              31      
      5.80          5.025009         80945           28020           28210            1271           10320            7286            3064           11294           14186            832             366             318              17      
      5.90          5.025009         80846           28098           28195            1269           10335            7338            3069           11567           14467            846              0               0               0       
      6.00          5.025009         80828           27872           28010            1256           10290            7242            3060           11838           14748            868              0               0               0       
      6.10          5.025009         80769           28329           28569            1276           10470            7396            3101           11201           14035            807              0               0               0       
      6.20          5.025009         80922           28704           29033            1292           10413            7291            3094           10883           13676            798              0               0               0       
      6.30          5.025009         81054           28691           29080            1293           10288            7212            3067           11021           13708            824              0               0               0       
      6.40          5.025009         81139           28424           28726            1280           10092            7060            3022           11484           14214            882              0               0               0       
      6.50          5.025009         81344           28733           29120            1297           10266            7021            3065           11001           13859            822              0               0               0       
      6.60          5.025009         81373           28938           29346            1308           10026            6846            3014           10968           13767            847              68              41              15      
      6.70          5.025009         81564           28835           29242            1305           10055            6827            3041           11110           13931            838              0               0               0       
      6.80          5.025009         81534           28631           28936            1294           10171            6893            3053           11198           14171            837              0               0               0       
      6.90          5.025009         81304           28570           28932            1291           10147            6912            3054           11283           14156            839              0               0               0       
      7.00          5.025009         81333           28318           28664            1278           10245            7033            3087           11437           14303            819              0               0               0       
      7.10          5.025009         81212           28595           28963            1290           10445            7257            3123           10960           13780            771              0               0               0       
      7.20          5.025009         80859           28280           28585            1275           10357            7252            3066           11303           14118            827              60              45              16      
      7.30          5.025009         80730           28419           28775            1284           10481            7389            3098           11100           13836            802              0               0               0       
      7.40          5.025009         80723           28265           28613            1279           10307            7249            3049           11428           14138            856              0               0               0       
      7.50          5.025009         80811           28473           28824            1291           10428            7308            3072           11099           13868            821              0               0               0       
      7.60          5.025009         80827           28223           28630            1282           10398            7331            3074           11379           14039            828              0               0               0       
      7.70          5.025009         80897           28528           29068            1299           10407            7304            3078           11065           13628            807              0               0               0       
      7.80          5.025009         80784           28833           29340            1313           10527            7412            3105           10640           13248            766              0               0               0       
      7.90          5.025009         80909           28436           28770            1293           10268            7173            3037           11296           14057            854              0               0               0       
      8.00          5.025009         80944           28693           29185            1308           10480            7315            3094           10827           13500            782              0               0               0       
