      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009         86162           32803           33038            1569            6671            6307            2892           10526           10655            723              0               0               0       
      0.10          5.025009         86500           31693           31838            1497            6486            5692            2820           11618           12257            856             203             213              11      
      0.20          5.025009         85846           22117           22360            1019            6717            5732            2861           16310           17065            1060            4856            4843            244      
      0.30          5.025009         84671           13080           13318            591             6981            6040            2840           29805           30538            1705            134             104              48      
      0.40          5.025009         82977            8964            9265            399             7945            6724            2894           32902           33836            1812            189             175              79      
      0.50          5.025009         81745            9929           10213            437             8675            7269            2964           31251           32384            1720            145             134              63      
      0.60          5.025009         80412            7455            7557            321             8522            7264            2888           33970           35126            1957             53              53              18      
      0.70          5.025009         79978            7432            7608            320             8120            6581            2562           33779           35136            2047            669             675             255      
      0.80          5.025009         79292           10979           11209            476             9977            7813            2963           28642           30622            1617            402             356             128      
      0.90          5.025009         78746            9707            9890            416             9346            7380            2787           30328           32143            1867            619             587             114      
      1.00          5.025009         77707           10712           10710            454             9003            7205            2682           29622           31556            1855            663             529             193      
      1.10          5.025009         77074           12437           12558            527            10816            8235            3000           26478           28971            1585            269             236              72      
      1.20          5.025009         76811           11483           11887            493            10662            8129            2921           27603           29774            1691            252             210              79      
      1.30          5.025009         76331           12354           12786            532            11663            8570            3053           25564           28401            1515            419             243              84      
      1.40          5.025009         75851           14202           14754            613            12698            8981            3161           21592           25046            1313            1508            1219             97      
      1.50          5.025009         75412           13468           14010            580            12555            8840            3100           21732           25346            1345            2245            1804            159      
      1.60          5.025009         74412           14933           15531            643            13024            9034            3155           20634           24494            1251            1409            941             135      
      1.70          5.025009         74397           17819           18385            767            13477            8940            3175           15109           19347            1037            3595            3328            205      
      1.80          5.025009         74509           18020           18592            772            14293            9203            3286           17030           21745            1091            657             460              35      
      1.90          5.025009         73654           19441           20133            831            14928            9381            3311           13925           19104            938             1706            1382            104      
      2.00          5.025009         72969           20583           21415            878            15421            9657            3364           13161           18383            909             835             545              33      
      2.10          5.025009         72680           21097           21789            894            15256            9455            3341           13647           18756            949              0               0               0       
      2.20          5.025009         72301           21280           21954            895            15551            9487            3358           13169           18559            931              0               0               0       
      2.30          5.025009         72107           21393           22209            898            16150            9717            3404           12457           18074            882              0               0               0       
      2.40          5.025009         72037           20856           21676            873            15518            9350            3294           13277           18788            937             349             186              80      
      2.50          5.025009         71507           21055           21906            881            16396            9687            3411           12435           18368            875             114              39              17      
      2.60          5.025009         72019           20648           21460            863            15947            9478            3367           13405           19062            954              0               0               0       
      2.70          5.025009         72071           20587           21512            864            15895            9251            3312           13167           19025            932             351             212              76      
      2.80          5.025009         71841           20665           21624            865            16570            9498            3410           12765           18878            909              0               0               0       
      2.90          5.025009         71765           20995           22093            880            16901            9561            3428           12104           18346            876              0               0               0       
      3.00          5.025009         71291           20916           21780            872            16488            9339            3357           12424           18765            923             172             116              32      
      3.10          5.025009         71256           20754           21570            865            16506            9416            3341           12491           18904            940             249             110              38      
      3.20          5.025009         71143           20778           21690            868            16934            9478            3337           11938           18585            883             350             247              96      
      3.30          5.025009         70805           20759           21774            872            16589            9286            3321           12236           18688            918             416             252              73      
      3.40          5.025009         70679           20865           21973            880            17416            9560            3415           11629           18401            867              90              66              22      
      3.50          5.025009         71121           20889           22113            884            17275            9380            3401           11699           18438            876             137              69              23      
      3.60          5.025009         70706           20642           21897            874            17386            9325            3393           11814           18672            888             158             106              29      
      3.70          5.025009         71134           20451           21633            864            17476            9352            3397           11909           18929            896             164              86              27      
      3.80          5.025009         70217           20475           21509            862            17129            9087            3311           12124           19209            939             272             195              72      
      3.90          5.025009         70826           20440           21778            868            17431            9115            3380           11957           19011            906             172              96              30      
      4.00          5.025009         70528           20396           21553            862            17718            9182            3392           11816           19224            914              70              41              16      
      4.10          5.025009         70486           20338           21472            859            18054            9312            3408           11529           19174            903              79              42              14      
      4.20          5.025009         69546           20514           21858            872            18441            9624            3426           10800           18411            853             245             107              33      
      4.30          5.025009         68712           20580           21982            876            18918            9954            3466           10502           18064            842              0               0               0       
      4.40          5.025009         69024           20533           22041            877            18926            9902            3460           10541           18057            847              0               0               0       
      4.50          5.025009         69248           20346           21723            867            18834            9800            3446           10820           18477            871              0               0               0       
      4.60          5.025009         69122           20107           21187            851            18532            9672            3406           11149           19035            900             212             106              27      
      4.70          5.025009         68732           19909           20935            843            18683            9758            3405           11286           19239            912             122              68              24      
      4.80          5.025009         68302           20052           21100            850            18932            9971            3415           10912           18860            897             104              69              22      
      4.90          5.025009         67995           19907           20931            842            19688           10351            3470           10275           18645            847             130              73              25      
      5.00          5.025009         67521           19644           20604            828            19725           10428            3453           10419           18827            858             212             141              45      
      5.10          5.025009         67012           19660           20754            830            19645           10457            3448           10600           18713            878              95              76              28      
      5.20          5.025009         67037           19346           20471            818            19882           10555            3455           10583           18844            870             189             130              41      
      5.30          5.025009         66588           19340           20539            818            19731           10531            3447           10735           18811            889             194             119              30      
      5.40          5.025009         66795           19440           20684            823            20270           10771            3506           10290           18545            855              0               0               0       
      5.50          5.025009         66578           19453           20549            817            20383           10664            3510           10164           18787            857              0               0               0       
      5.60          5.025009         66795           19420           20413            813            20540           10693            3520           10040           18894            851              0               0               0       
      5.70          5.025009         66633           19676           20840            827            20873           10731            3545            9451           18429            812              0               0               0       
      5.80          5.025009         66135           18968           19911            793            20508           10582            3480           10358           19397            873             166             110              38      
      5.90          5.025009         66047           19302           20453            812            19807           10317            3407           10513           19061            911             378             169              54      
      6.00          5.025009         65818           19297           20523            815            20744           10632            3511            9874           18797            847              85              48              11      
      6.10          5.025009         65582           19610           20826            830            20917           10814            3527            9473           18360            827              0               0               0       
      6.20          5.025009         65890           19366           20630            823            20863           10696            3496            9633           18579            839             138              95              26      
      6.30          5.025009         66292           19323           20596            822            20930           10676            3512            9672           18675            834              75              53              16      
      6.40          5.025009         65850           19227           20409            814            21220           10813            3520            9367           18673            817             186             105              33      
      6.50          5.025009         65370           19341           20455            816            21447           10937            3540            9118           18563            817              94              45              11      
      6.60          5.025009         64758           19114           20148            804            21434           11022            3533            9452           18830            847              0               0               0       
      6.70          5.025009         64827           19424           20828            826            21790           11235            3562            8786           17937            796              0               0               0       
      6.80          5.025009         64791           19209           20582            818            21776           11129            3559            9015           18289            807              0               0               0       
      6.90          5.025009         65048           18971           20322            808            21720           11092            3549            9309           18586            827              0               0               0       
      7.00          5.025009         64984           19239           20797            824            21853           11109            3562            8908           18094            798              0               0               0       
      7.10          5.025009         64682           19322           21117            833            21853           11044            3556            8825           17839            795              0               0               0       
      7.20          5.025009         65055           18999           20679            818            21602           10900            3519            9219           18331            819             180              90              28      
      7.30          5.025009         64724           19103           20945            824            22121           11122            3570            8776           17933            790              0               0               0       
      7.40          5.025009         64668           18962           20557            812            22119           11153            3567            8919           18290            805              0               0               0       
      7.50          5.025009         64029           18964           20661            813            22360           11283            3578            8676           18056            793              0               0               0       
      7.60          5.025009         64200           18660           20251            797            22368           11248            3576            8972           18501            811              0               0               0       
      7.70          5.025009         63693           18672           20365            798            22266           11258            3521            8882           18238            811             180             139              54      
      7.80          5.025009         63436           18839           20434            803            22737           11503            3578            8312           17984            775             112              79              28      
      7.90          5.025009         63609           18760           20422            802            22827           11567            3587            8347           17972            778              66              39              17      
      8.00          5.025009         63184           18605           20361            797            23069           11673            3615            8326           17966            772              0               0               0       
      8.10          5.025009         63303           18676           20406            799            22876           11572            3592            8448           18022            793              0               0               0       
      8.20          5.025009         63059           18623           20710            806            22862           11551            3585            8515           17739            793              0               0               0       
      8.30          5.025009         63505           18640           20697            807            23128           11584            3607            8232           17719            770              0               0               0       
      8.40          5.025009         63220           18450           20624            802            22669           11346            3558            8881           18030            824              0               0               0       
      8.50          5.025009         63453           18747           20993            817            22783           11272            3568            8470           17735            799              0               0               0       
      8.60          5.025009         63699           18955           21479            833            22893           11195            3585            8067           17306            756              85              20              10      
      8.70          5.025009         63911           18774           21032            821            22792           11019            3566            8434           17949            797              0               0               0       
      8.80          5.025009         63668           18200           20070            789            22746           10972            3543            8961           18897            830              93              61              22      
      8.90          5.025009         63641           18043           19718            778            22716           11061            3546            9241           19221            860              0               0               0       
      9.00          5.025009         62816           18074           19841            778            23385           11522            3605            8541           18637            801              0               0               0       
      9.10          5.025009         62778           18093           19915            779            23556           11573            3613            8351           18512            792              0               0               0       
      9.20          5.025009         62421           17774           19517            763            23205           11437            3573            8959           19004            836              62              42              12      
      9.30          5.025009         62426           17668           19089            749            23518           11679            3604            8814           19232            831              0               0               0       
      9.40          5.025009         62018           17936           19511            762            23940           11898            3639            8124           18591            783              0               0               0       
