      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009         80115           29889           29886            1497            9185            9143            2894           10926           10971            793              0               0               0       
      0.10          5.025009         80942           31501           31471            1568            9210            8877            2910            9289            9652            706              0               0               0       
      0.20          5.025009         81542           31636           31597            1569            8863            8230            2855            9501           10173            760              0               0               0       
      0.30          5.025009         81661           30444           30455            1510            8365            7610            2714           11125           11869            940              66              66              20      
      0.40          5.025009         81483           26696           26712            1315            7927            7169            2597           12674           13454            1086            2703            2665            186      
      0.50          5.025009         81366           25777           25850            1267            8429            7466            2707           13609           14491            996             2185            2193            214      
      0.60          5.025009         81072           26826           26783            1309            9057            8000            2873           12439           13473            874             1678            1744            128      
      0.70          5.025009         80811           26181           26033            1274            9187            7988            2886           11897           13187            842             2735            2792            182      
      0.80          5.025009         80695           26257           26200            1273            9618            8210            2960           11768           13215            826             2357            2375            125      
      0.90          5.025009         80335           26470           26458            1281            9894            8284            2980           11403           12931            794             2233            2327            129      
      1.00          5.025009         79960           23818           23872            1148           10085            8445            2996           12139           13712            836             3958            3971            204      
      1.10          5.025009         79610           25755           25907            1243           10401            8578            3026           11702           13403            805             2142            2112            110      
      1.20          5.025009         79466           26242           26255            1260           10236            8401            2958           11712           13527            849             1810            1817            117      
      1.30          5.025009         79312           26615           26597            1279           10456            8518            2989           11717           13684            833             1212            1201             83      
      1.40          5.025009         79039           25535           25504            1222           10528            8546            2991           12534           14557            898             1403            1393             73      
      1.50          5.025009         78920           26454           26380            1262           10912            8656            3042           11365           13625            799             1269            1339             81      
      1.60          5.025009         78811           26253           26257            1250           10852            8531            3008           11422           13677            834             1473            1535             92      
      1.70          5.025009         78636           26119           26152            1241           10596            8240            2914           11744           14083            866             1541            1525            163      
      1.80          5.025009         78466           25887           25822            1224           11046            8560            3024           11694           14167            861             1373            1451             75      
      1.90          5.025009         78547           26116           26078            1231           11176            8594            3037           11360           13936            843             1348            1392             73      
      2.00          5.025009         78503           25330           25306            1192           11178            8537            3019           11798           14447            884             1694            1710             89      
      2.10          5.025009         78240           25784           25813            1212           11449            8641            3059           11416           14143            839             1351            1403             74      
      2.20          5.025009         78260           25358           25418            1192           11428            8598            3053           11645           14345            854             1569            1639             85      
      2.30          5.025009         78057           25927           26019            1218           11535            8706            3058           11186           13898            834             1352            1377             74      
      2.40          5.025009         77863           25467           25429            1193           11558            8647            3048           11521           14383            863             1454            1541             80      
      2.50          5.025009         77740           26259           26399            1235           11748            8759            3078           10693           13502            800             1300            1340             71      
      2.60          5.025009         77949           26141           26268            1229           11694            8638            3064           10962           13850            825             1203            1244             66      
      2.70          5.025009         77928           25658           25725            1207           11390            8403            2991           11722           14589            919             1230            1283             67      
      2.80          5.025009         78044           25522           25476            1199           11282            8312            2951           11838           14839            912             1358            1373            122      
      2.90          5.025009         77938           25550           25596            1203           11307            8319            2943           11686           14685            901             1457            1400            137      
      3.00          5.025009         77666           25598           25712            1207           11516            8530            2990           11543           14420            871             1343            1338            116      
      3.10          5.025009         77564           26005           26261            1229           11810            8774            3052           11259           14060            843             926             905              60      
      3.20          5.025009         77506           26751           27065            1267           11828            8754            3052           10845           13669            822             576             512              43      
      3.30          5.025009         77460           26973           27196            1277           12092            8847            3085           10935           13957            822              0               0               0       
      3.40          5.025009         77352           26885           27163            1273           12270            8960            3112           10845           13877            799              0               0               0       
      3.50          5.025009         77163           25791           25946            1217           12041            8854            3039           12066           15134            905             102              66              23      
      3.60          5.025009         76968           26033           26330            1229           12158            8912            3056           11607           14605            852             202             153              47      
      3.70          5.025009         76831           25891           26198            1221           11979            8817            3011           11959           14853            914             171             132              38      
      3.80          5.025009         76610           25853           26072            1216           12529            9253            3114           11618           14675            854              0               0               0       
      3.90          5.025009         76476           26011           26238            1223           12261            8996            3033           11565           14636            887             163             130              41      
      4.00          5.025009         76449           25976           26201            1220           12276            8969            3026           11519           14641            876             229             189              62      
      4.10          5.025009         76484           26379           26714            1240           12677            9167            3104           10944           14119            840              0               0               0       
      4.20          5.025009         76259           26226           26589            1233           12623            9075            3069           10982           14226            845             169             110              37      
