      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009           10              0               0               0               0               0               0             50000           50000            5184             0               0               0       
      0.10          5.025009          2797             0               0               0               28              27              4             49972           49973            5180             0               0               0       
      0.20          5.025009          3030             0               0               0              210             213              36            49790           49787            5148             0               0               0       
      0.30          5.025009          3885             0               0               0              320             314              53            49680           49686            5131             0               0               0       
      0.40          5.025009          4195             0               0               0              234             233              40            49766           49767            5144             0               0               0       
      0.50          5.025009          3037             0               0               0              1010            895             153            48990           49105            5031             0               0               0       
      0.60          5.025009          3650             0               0               0              4186            4059            658            45814           45941            4526             0               0               0       
      0.70          5.025009          3762             84              87              4              5364            5285            823            44552           44628            4357             0               0               0       
      0.80          5.025009          4591             0               0               0              5853            5407            886            44147           44593            4298             0               0               0       
      0.90          5.025009          4147             96              78              4              7463            7184            1153           42441           42738            4027             0               0               0       
      1.00          5.025009          4474             0               0               0              9564            9136            1445           40436           40864            3739             0               0               0       
      1.10          5.025009          5501             0               0               0             11218           10528            1707           38782           39472            3477             0               0               0       
      1.20          5.025009          6524             0               0               0             12353           11392            1886           37442           38412            3278            205             196              20      
      1.30          5.025009          9032            191             210              8             16114           14637            2453           30429           31690            2497            3266            3463            226      
      1.40          5.025009         10095            632             754              28            17385           15356            2719            3495            3935            252            28488           29955            2185     
      1.50          5.025009         11125            1152            1417             51            16933           14660            2759            3633            4089            246            28282           29834            2128     
      1.60          5.025009         11975            2772            3260            120            18152           15409            3069            3656            3967            238            25420           27364            1757     
      1.70          5.025009         12849            2839            3384            123            17269           14308            3061            6057            6508            390            23835           25800            1610     
      1.80          5.025009         13611            4241            4992            183            15558           12787            2976            5881            6394            366            24320           25827            1659     
      1.90          5.025009         14290            5897            7123            259            14567           11717            3010            5597            6008            349            23939           25152            1566     
      2.00          5.025009         14853            6819            8109            298            12594            9675            2855            5820            6217            370            24767           25999            1661     
      2.10          5.025009         15271            7842            9270            343            11386            8627            2839           10842           11546            701            19930           20557            1301     
      2.20          5.025009         15512            9557           11341            422            11060            8167            2927           10586           11172            660            18797           19320            1175     
