      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009         80122           30117           30367            1515            9366            9072            2905           10517           10561            764              0               0               0       
      0.10          5.025009         80830           30647           30853            1531            9168            8530            2859           10185           10617            794              0               0               0       
      0.20          5.025009         80974           29773           29959            1479            9246            8155            2879           10748           11654            813             233             232              13      
      0.30          5.025009         80553           26796           26794            1308            9435            8202            2907           11750           12910            854             2019            2094            115      
      0.40          5.025009         79806           21183           21174            1021            9114            7894            2777           14908           16102            1026            4795            4830            360      
      0.50          5.025009         79586           18256           18411            871             9544            8049            2815           18395           19864            1203            3805            3676            295      
      0.60          5.025009         78727           18257           18511            868             9660            8128            2790           16383           17840            1081            5700            5521            445      
      0.70          5.025009         77958           15137           15272            712             9962            8362            2848           18845           20375            1288            6056            5991            336      
      0.80          5.025009         77613           17929           18181            841            10987            8988            3016           16143           18054            1034            4941            4777            293      
      0.90          5.025009         77386           17551           17663            817            11114            8883            2988           17093           19369            1097            4242            4085            282      
      1.00          5.025009         77022           17397           17522            806            11837            9262            3089           17086           19582            1100            3680            3634            189      
      1.10          5.025009         76649           17667           17806            819            11746            9134            3045           16964           19502            1110            3623            3558            210      
      1.20          5.025009         76382           16694           16818            773            10705            8159            2745           17971           20654            1201            4630            4369            465      
      1.30          5.025009         76137           18464           18623            854            12424            9296            3107           16249           19346            1064            2863            2735            159      
      1.40          5.025009         76003           17807           17936            821            12181            9102            3058           16707           19798            1106            3305            3164            199      
      1.50          5.025009         75892           17587           17757            810            11261            8253            2810           17340           20323            1215            3812            3667            349      
      1.60          5.025009         75684           17531           17637            805            11056            8024            2706           16863           20077            1192            4550            4262            481      
      1.70          5.025009         75078           19624           19868            904            12899            9255            3066           14396           17979            1001            3081            2898            213      
      1.80          5.025009         74517           19403           19636            893            13274            9487            3090           14394           18154            991             2929            2723            210      
      1.90          5.025009         74266           18140           18287            827            13289            9536            3085           15614           19302            1097            2957            2875            175      
      2.00          5.025009         73942           19130           19257            872            13869            9775            3146           14300           18426            995             2701            2542            171      
      2.10          5.025009         73773           19886           20030            906            14325            9962            3211           13506           17798            952             2283            2210            115      
      2.20          5.025009         73542           18827           18999            858            13009            8993            2901           14716           18840            1052            3448            3168            373      
      2.30          5.025009         73220           20136           20563            923            13798            9489            3059           13571           17797            992             2495            2151            210      
      2.40          5.025009         73229           20336           20793            934            14670           10037            3199           13251           17605            965             1743            1565             86      
      2.50          5.025009         72594           18188           18341            825            14249            9718            3095           15265           19868            1091            2298            2073            173      
      2.60          5.025009         72652           18955           19203            861            14190            9701            3075           15137           19505            1121            1718            1591            127      
      2.70          5.025009         72288           19726           20163            903            14498            9822            3079           13714           18276            996             2062            1739            206      
      2.80          5.025009         72007           20174           20567            922            14874           10030            3143           13636           18292            995             1316            1111            124      
      2.90          5.025009         71538           21038           21288            957            14767           10006            3123           12555           17422            959             1640            1284            145      
      3.00          5.025009         71324           22456           22585            1020           15432           10319            3227           12016           17029            925              96              67              12      
      3.10          5.025009         71595           22696           22766            1028           15773           10430            3266           11531           16804            890              0               0               0       
      3.20          5.025009         71315           23059           23172            1045           15926           10545            3275           11015           16283            864              0               0               0       
      3.30          5.025009         71465           22148           22185            1002           15571           10186            3203           12043           17458            929             238             171              50      
      3.40          5.025009         71425           22135           22197            1001           15571           10097            3162           11655           17271            892             639             435             129      
      3.50          5.025009         70844           22101           22236            1001           16283           10576            3254           11462           17081            889             154             107              40      
      3.60          5.025009         70858           22020           22237            999            16202           10444            3231           11502           17144            904             276             175              50      
      3.70          5.025009         70519           21771           21894            985            16296           10442            3229           11709           17467            913             224             197              57      
      3.80          5.025009         70249           21710           21893            984            16323           10502            3223           11846           17486            942             121             119              35      
      3.90          5.025009         70091           21910           22104            992            16358           10554            3226           11304           17122            901             428             220              65      
      4.00          5.025009         69990           22060           22357            999            16833           10708            3283           11028           16896            890              79              39              12      
      4.10          5.025009         69909           21505           21796            972            16460           10327            3168           11684           17618            958             351             259              86      
      4.20          5.025009         69414           21284           21388            956            16928           10713            3255           11503           17699            917             285             200              56      
      4.30          5.025009         69151           21398           21610            962            17407           11028            3311           11049           17257            886             146             105              25      
      4.40          5.025009         69192           21240           21580            958            16609           10435            3144           11488           17516            950             663             469             132      
      4.50          5.025009         68760           21388           21610            961            17572           11080            3322           10976           17270            891              64              40              10      
      4.60          5.025009         68599           21155           21296            948            16977           10776            3218           11274           17616            925             594             312              93      
      4.70          5.025009         68600           21304           21348            952            16681           10569            3158           11328           17631            939             687             452             135      
      4.80          5.025009         68555           21692           21939            974            17751           11188            3321           10407           16779            863             150              94              26      
      4.90          5.025009         68685           21550           21936            971            18076           11286            3360           10374           16778            853              0               0               0       
      5.00          5.025009         68345           21367           21774            964            17773           11078            3279           10401           16860            855             459             288              86      
      5.10          5.025009         67987           21201           21453            954            17309           10697            3195           10809           17361            902             681             489             133      
      5.20          5.025009         67923           21290           21589            960            17382           10760            3193           10743           17248            904             585             403             127      
      5.30          5.025009         67917           21060           21352            949            17620           10947            3248           10850           17412            903             470             289              84      
      5.40          5.025009         67758           21050           21399            951            17735           11025            3260           10686           17253            891             529             323              82      
      5.50          5.025009         67642           20465           20712            922            17456           10925            3208           11511           17954            954             568             409             100      
      5.60          5.025009         67398           20544           20765            923            17714           11231            3224           10938           17529            901             804             475             136      
      5.70          5.025009         67287           21038           21383            948            18621           11740            3356           10271           16828            869              70              49              11      
      5.80          5.025009         66955           20547           20883            925            18233           11551            3282           10944           17393            924             276             173              53      
      5.90          5.025009         66942           20414           20790            919            18731           11848            3342           10661           17226            891             194             136              32      
      6.00          5.025009         66663           20463           20772            919            18993           11953            3362           10432           17170            882             112             105              21      
      6.10          5.025009         66479           20180           20541            906            19141           12106            3375           10478           17243            872             201             110              31      
      6.20          5.025009         66037           20196           20481            904            19419           12318            3413           10385           17201            867              0               0               0       
      6.30          5.025009         65510           20139           20375            899            19605           12422            3427           10256           17203            858              0               0               0       
      6.40          5.025009         65655           20204           20371            900            19749           12425            3420            9954           17136            847              93              68              17      
      6.50          5.025009         65595           20089           20274            896            19819           12567            3430           10092           17159            858              0               0               0       
      6.60          5.025009         65358           20091           20294            898            19665           12442            3388           10092           17142            864             152             122              34      
      6.70          5.025009         65028           20569           20945            925            20367           12788            3469            9007           16223            780              57              44              10      
      6.80          5.025009         65055           20307           20655            913            20154           12738            3446            9539           16607            825              0               0               0       
      6.90          5.025009         64837           20065           20414            903            19389           12286            3314           10232           17057            892             314             243              75      
      7.00          5.025009         64678           20223           20630            913            20129           12761            3432            9561           16561            829              87              48              10      
      7.10          5.025009         64498           19871           20356            898            19984           12663            3386            9901           16796            852             244             185              48      
      7.20          5.025009         64298           19739           20093            887            20116           12732            3398            9859           16980            846             286             195              53      
      7.30          5.025009         64101           19721           19942            881            20433           13020            3442            9745           16972            843             101              66              18      
      7.40          5.025009         64301           19490           19741            870            20235           12876            3406           10123           17276            881             152             107              27      
      7.50          5.025009         63696           19796           20108            885            20854           13357            3493            9350           16535            806              0               0               0       
      7.60          5.025009         63987           19547           19780            870            20097           12764            3365            9913           17119            859             443             337              90      
      7.70          5.025009         63654           20107           20368            895            20516           13031            3445            9310           16557            834              67              44              10      
      7.80          5.025009         63901           20015           20228            892            20902           13208            3496            9083           16564            796              0               0               0       
      7.90          5.025009         64167           19908           20174            891            20805           13056            3472            9287           16770            821              0               0               0       
      8.00          5.025009         64428           19891           20092            890            20086           12549            3377            9726           17159            868             297             200              49      
      8.10          5.025009         64106           19459           19500            867            20328           12646            3403           10041           17739            884             172             115              30      
      8.20          5.025009         64159           19561           19694            872            20804           12857            3461            9635           17449            851              0               0               0       
      8.30          5.025009         63718           19148           19263            852            20994           12973            3443            9512           17504            828             346             260              61      
      8.40          5.025009         63617           18883           19021            839            21018           13051            3449            9834           17754            856             265             174              40      
      8.50          5.025009         62918           18909           19009            837            20931           13155            3416            9794           17621            864             366             215              67      
      8.60          5.025009         63096           19078           19256            846            21606           13607            3513            9316           17137            825              0               0               0       
      8.70          5.025009         62649           19302           19659            859            21638           13549            3514            9060           16792            811              0               0               0       
      8.80          5.025009         62652           19315           19643            859            21678           13574            3512            9007           16783            813              0               0               0       
