        tauB               sizeBin             clust_size          interface_id       press_align_bub1     press_align_bub2     press_align_bub3     press_align_bub4     press_align_bub5  
        0.00               5.025009                10                   1               -316.080749            0.000000             0.000000             0.000000             0.000000      
        0.10               5.025009               3240                  1                -99.429109              nan                0.000000             0.000000             0.000000      
        0.20               5.025009               3509                  1                197.402598              nan                0.000000             0.000000             0.000000      
        0.30               5.025009               2682                  1               -161.487961              nan                0.000000             0.000000             0.000000      
        0.40               5.025009               2985                  1                374.491306              nan                0.000000             0.000000             0.000000      
        0.50               5.025009               3905                  1                175.049488              nan                0.000000             0.000000             0.000000      
        0.60               5.025009               5269                  1                485.611107              nan               -52.917051            0.000000             0.000000      
        0.70               5.025009               3391                  1                416.530285              nan               -47.455108            0.000000             0.000000      
        0.80               5.025009               3889                  1                469.085123              nan              1859.859647           -2.157772            796.097462     
        0.90               5.025009               5381                  1               2685.375019              nan               74.671620           2531.684040              nan         
        1.00               5.025009               3843                  0                   nan               623.093784          3646.087890          1412.471284              nan         
        1.10               5.025009               4256                  23               579.638974           583.023244          3867.497434          1945.977303              nan         
        1.20               5.025009               4232                  2               1910.476548           249.393451          4068.153397          4750.771081              nan         
        1.30               5.025009               4862                  5               -577.076830          2973.765212          3522.701095          2987.043623              nan         
        1.40               5.025009               5699                  20              1014.674652          2354.550657          3161.008171          4690.351790              nan         
        1.50               5.025009               6209                  5               2690.949182          5920.350218           121.708890          4992.155567              nan         
        1.60               5.025009               6817                  14              1206.152038          5569.657826          7080.233602          2426.400683              nan         
        1.70               5.025009               9295                  13              2648.006315          2354.659938          9982.216193          2998.677046              nan         
        1.80               5.025009              10206                  11              2752.477425          3369.107922          2061.855143          4367.879920              nan         
        1.90               5.025009              10935                  10              2445.455758          3560.838957          3257.568747          2847.261073              nan         
        2.00               5.025009              11662                  6               2456.416410          7810.275715          2311.002512          2871.150029              nan         
        2.10               5.025009              13165                  5               12235.608631         3097.361458          2758.243351          2663.077190              nan         
        2.20               5.025009              13643                  6               3558.894049          7000.518315          2810.086137          2400.263237              nan         
        2.30               5.025009              16904                  4               2962.718620          3543.274050          2080.487288          2492.785281              nan         
        2.40               5.025009              14459                  4               1957.867650          3403.369931          2175.661283          1032.560167              nan         
        2.50               5.025009              17738                  3               3488.486000          2152.799868          2288.490836          2329.756534          1704.279915     
        2.60               5.025009              17822                  3               3352.905186          3391.779787          1757.411851          2176.912497              nan         
        2.70               5.025009              19900                  5               3068.107748          3139.787320          1768.112142          2189.689753              nan         
        2.80               5.025009              20105                  1               2017.728790          1852.765946            0.000000             0.000000             0.000000      
        2.90               5.025009              20697                  2               3829.264960          2093.855903          1601.513792            0.000000             0.000000      
        3.00               5.025009              21145                  2               1801.081035          1939.368929          1980.934800          1772.344014          1403.417357     
        3.10               5.025009              21457                  2               1806.062590          1725.278713          1946.812195          2078.552166           44.207500      
        3.20               5.025009              21546                  5                483.289748          3290.245527          1870.876723          1843.526250              nan         
        3.30               5.025009              21619                  4               7144.277917          1825.422011          1654.741729          1738.300200              nan         
        3.40               5.025009              21848                  5               6057.123530          3394.397525          1606.080440          1747.151270              nan         
        3.50               5.025009              21949                  5               2309.157372          3445.885022          1769.935435          1836.181106              nan         
        3.60               5.025009              21968                  6               2577.201404          3282.530441          1789.593808          1832.269998              nan         
        3.70               5.025009              21942                  2               5031.116075          1839.261452          1797.582688          1751.065954          5510.730328     
        3.80               5.025009              21903                  4               2256.093392          3349.121454          1755.237292          1747.468638              nan         
        3.90               5.025009              21951                  4               2248.808041          3533.651452          1829.748468          1757.808228              nan         
        4.00               5.025009              22119                  5               2138.230891          3224.398802          1754.085860          1621.838153              nan         
        4.10               5.025009              22260                  4               2068.509773          3596.284228          1892.438146          1609.942778              nan         
        4.20               5.025009              22287                  4               2189.536930          3379.226845          1764.935510          1763.496853              nan         
        4.30               5.025009              22414                  5               2148.030674          3601.007231          1677.014491          1821.848135              nan         
        4.40               5.025009              22411                  5               2025.633252          2595.252983          1672.389356          1754.953114              nan         
        4.50               5.025009              22401                  4               2175.503021          3104.122213          1731.850499          1469.820574              nan         
        4.60               5.025009              32102                  4               2638.640969          1085.253557           398.945774          1892.008629          2897.759133     
        4.70               5.025009              32237                  5               2566.773172          2048.034347          1659.363513          1553.478864              nan         
        4.80               5.025009              32323                  5               2417.490343          2261.983361          1847.718203          1629.644887              nan         
        4.90               5.025009              32435                  4               2596.580694           903.559260          1830.108735          1708.765568              nan         
        5.00               5.025009              32688                  4               2708.937949          1958.760268          1627.636109          1808.733658              nan         
        5.10               5.025009              32995                  3               2194.943251          1885.246005          1654.915439          1751.138850              nan         
        5.20               5.025009              33153                  4               2496.499780          1929.420263          1808.214521          1677.335926              nan         
        5.30               5.025009              33540                  4               2357.264077          2148.247882          1769.624867          1624.831360              nan         
        5.40               5.025009              33780                  3               2535.821068          1579.662441          1819.718256          1797.030178              nan         
        5.50               5.025009              33812                  4               2637.343907          2082.184062          1735.914848          1770.181768          1137.753444     
        5.60               5.025009              33761                  4               2884.340803          2157.560641          1724.005214          1873.887891          2426.989060     
        5.70               5.025009              34062                  4               2651.406987          2058.985647          1686.586449          1680.354683          1689.155851     
        5.80               5.025009              34405                  4               2822.110970          2070.692564          1726.304633          1893.452648          1390.098438     
        5.90               5.025009              34601                  4               2797.302664          1871.832697          1857.812263          1643.384131           198.101458     
        6.00               5.025009              34897                  4               2060.496183          1324.593118          1780.808538            6.502501             0.000000      
        6.10               5.025009              23853                  3               2190.900085          3701.247735          1945.017665          1660.459048           -2.627798      
        6.20               5.025009              35289                  3               2608.841503          2101.156378          1789.920209          2034.467375            0.000000      
        6.30               5.025009              35576                  3               2709.982902          2066.606828          1487.454046          2182.551266              nan         
        6.40               5.025009              35829                  4               2749.455521          1973.602611          1820.244377          1973.633051            0.000000      
        6.50               5.025009              36040                  3               2661.486260          2052.140833          1857.300568          1745.732957            0.000000      
        6.60               5.025009              36329                  3               2662.330682          1985.665548          1798.248054          1738.939205            0.000000      
        6.70               5.025009              36463                  2               -311.118881          1886.408425            0.000000             0.000000             0.000000      
        6.80               5.025009              36325                  4               -244.821071          1888.719985          1843.231858            0.000000             0.000000      
