        tauB               sizeBin             clust_size          interface_id       press_align_bub1     press_align_bub2     press_align_bub3     press_align_bub4     press_align_bub5  
        0.00               5.025009                10                   1                   nan                0.000000             0.000000             0.000000             0.000000      
        0.10               5.025009               3368                  1               -377.620784              nan                0.000000             0.000000             0.000000      
        0.20               5.025009               2202                  1               -306.341409              nan                0.000000             0.000000             0.000000      
        0.30               5.025009               4624                  1                355.995578              nan                0.000000             0.000000             0.000000      
        0.40               5.025009               3853                  1                111.897768              nan                0.000000             0.000000             0.000000      
        0.50               5.025009               5037                  1               -417.316484              nan                0.000000             0.000000             0.000000      
        0.60               5.025009               7229                  1                172.362539              nan                0.000000             0.000000             0.000000      
        0.70               5.025009               3847                  1                324.742009              nan                0.000000             0.000000             0.000000      
        0.80               5.025009               4043                  1                937.616601              nan                0.000000             0.000000             0.000000      
        0.90               5.025009               2930                  1                23.001371               nan                0.000000             0.000000             0.000000      
        1.00               5.025009               3501                  1               2416.738402              nan                0.000000             0.000000             0.000000      
        1.10               5.025009               4275                  1                632.323650              nan                0.000000             0.000000             0.000000      
        1.20               5.025009               5024                  1               3736.005222              nan              -431.937564           -53.695982            0.000000      
        1.30               5.025009               5763                  3               2438.185832           251.784773          7567.044462          8008.528918              nan         
        1.40               5.025009               8132                  12              5960.053758          7326.348647          9901.332949          3861.957402              nan         
        1.50               5.025009               9061                  7               4524.594231          4762.048046          11542.153432         4068.462964              nan         
        1.60               5.025009               9791                  6               3318.342784          5965.048580          3384.999435          4644.887878              nan         
        1.70               5.025009              14703                  4               -521.070196          6179.048863          6805.168879          4638.100565              nan         
        1.80               5.025009              15805                  4               5944.177919          6264.221212          6802.399319          4241.359702              nan         
        1.90               5.025009              16646                  4               5795.370129          2015.527560          6120.964313          4132.569439              nan         
        2.00               5.025009              17302                  3               -750.928331          4527.279263          5824.631429          3812.971468            0.000000      
        2.10               5.025009              17978                  5               3301.014589          1846.064591          5167.501776          3582.872774              nan         
        2.20               5.025009              25312                  4               7377.100942          1360.568968          2343.896485          3014.636635          2342.456038     
        2.30               5.025009              18968                  1               8276.189915          5266.105284          2765.469896            0.000000             0.000000      
        2.40               5.025009              23359                  4               7653.021400          3352.950144          4206.566832          2580.244651            0.000000      
        2.50               5.025009              23256                  4               7022.770758          6462.703745          2464.211049          2506.520313            0.000000      
        2.60               5.025009              26732                  1               7153.401240          2206.882628          2353.725513          -105.737024            0.000000      
        2.70               5.025009              26763                  4               7007.722418          3178.712306          5217.781637          2465.875532            0.000000      
        2.80               5.025009              26780                  1               8089.411269          2508.652546            0.000000             0.000000             0.000000      
        2.90               5.025009              26843                  4               6357.461901          4136.412651          2355.254576          2182.349413            0.000000      
        3.00               5.025009              26872                  3               5588.823021          4408.688702          3723.302130          2282.954456            0.000000      
        3.10               5.025009              26840                  4               8201.818336         -30204.966132         4275.617478          2190.174929          2679.908985     
