        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              41139             14430.592151    
        0.10               5.016308              41792             14456.369617    
        0.20               5.016308              42974             11550.259320    
        0.30               5.016308              43891             9216.420810     
        0.40               5.016308              44430             7380.609191     
        0.50               5.016308              44730             6038.527026     
        0.60               5.016308              44952             4992.900952     
        0.70               5.016308              45062             4285.249052     
        0.80               5.016308              45030             3744.604848     
        0.90               5.016308              44882             3404.328594     
        1.00               5.016308              44857             3157.356647     
        1.10               5.016308              44691             3090.662329     
        1.20               5.016308              44558             2994.305774     
        1.30               5.016308              44265             3110.327263     
        1.40               5.016308              44153             3231.263875     
        1.50               5.016308              44151             3098.479425     
        1.60               5.016308              44063             3295.340146     
        1.70               5.016308              43707             3261.009543     
        1.80               5.016308              43646             3401.287308     
        1.90               5.016308              43668             3349.022893     
        2.00               5.016308              43579             3392.912307     
        2.10               5.016308              43561             3509.196622     
        2.20               5.016308              43544             3469.685909     
        2.30               5.016308              43842             3539.834335     
        2.40               5.016308              43817             3438.507447     
        2.50               5.016308              43839             3387.844024     
        2.60               5.016308              43896             3394.940648     
        2.70               5.016308              43968             3323.810203     
        2.80               5.016308              44095             3386.395759     
        2.90               5.016308              44056             3356.130491     
        3.00               5.016308              44103             3269.532778     
        3.10               5.016308              44186             3262.280785     
        3.20               5.016308              44131             3268.290231     
        3.30               5.016308              44081             3317.927354     
        3.40               5.016308              43948             3132.688338     
        3.50               5.016308              44028             3160.386668     
        3.60               5.016308              43823             3258.436111     
        3.70               5.016308              43786             3274.957278     
        3.80               5.016308              43710             3432.428766     
        3.90               5.016308              43772             3579.780307     
        4.00               5.016308              43754             3540.263226     
        4.10               5.016308              43515             3454.613183     
        4.20               5.016308              43589             3535.702540     
        4.30               5.016308              43539             3535.487831     
        4.40               5.016308              43575             3512.514726     
        4.50               5.016308              43772             3537.181062     
        4.60               5.016308              44136             3420.001085     
        4.70               5.016308              44239             3404.131941     
        4.80               5.016308              44296             3203.422931     
        4.90               5.016308              44376             3178.612595     
        5.00               5.016308              44274             3173.743726     
        5.10               5.016308              44209             3185.954968     
        5.20               5.016308              44217             3112.396531     
        5.30               5.016308              44381             3092.291884     
        5.40               5.016308              44384             3224.740304     
        5.50               5.016308              44382             3278.515114     
        5.60               5.016308              44455             3297.491466     
        5.70               5.016308              44366             3338.277561     
        5.80               5.016308              44370             3205.404351     
        5.90               5.016308              44196             3110.623962     
        6.00               5.016308              44245             3068.238878     
        6.10               5.016308              44158             3124.246887     
        6.20               5.016308              43977             3141.782393     
        6.30               5.016308              44020             3251.017002     
        6.40               5.016308              43924             3131.430838     
        6.50               5.016308              44022             3284.211122     
        6.60               5.016308              44091             3363.525499     
        6.70               5.016308              44049             3244.368108     
        6.80               5.016308              44039             3293.489191     
        6.90               5.016308              44118             3264.077708     
        7.00               5.016308              44116             3358.156421     
        7.10               5.016308              44171             3251.376848     
        7.20               5.016308              44001             3159.000789     
        7.30               5.016308              43750             3317.957623     
        7.40               5.016308              43960             3341.788421     
        7.50               5.016308              44244             3257.749663     
        7.60               5.016308              44401             3207.318358     
        7.70               5.016308              44580             3131.852840     
        7.80               5.016308              44318             3088.556506     
        7.90               5.016308              44144             3244.666932     
        8.00               5.016308              44008             3120.632553     
        8.10               5.016308              43665             3202.203704     
        8.20               5.016308              43618             3406.839411     
        8.30               5.016308              43642             3513.849105     
        8.40               5.016308              43705             3502.248195     
        8.50               5.016308              43846             3527.073040     
        8.60               5.016308              43792             3447.217472     
        8.70               5.016308              43702             3496.091846     
        8.80               5.016308              43802             3536.826025     
        8.90               5.016308              44044             3439.746669     
        9.00               5.016308              43978             3362.176788     
        9.10               5.016308              43943             3383.856354     
        9.20               5.016308              43900             3459.097302     
        9.30               5.016308              43966             3571.632468     
        9.40               5.016308              43933             3484.595962     
        9.50               5.016308              43862             3349.858259     
        9.60               5.016308              43983             3280.126717     
        9.70               5.016308              43970             3192.131236     
        9.80               5.016308              43984             3244.108514     
        9.90               5.016308              43845             3241.547507     
       10.00               5.016308              43836             3324.092996     
       10.10               5.016308              43725             3419.640910     
       10.20               5.016308              43645             3354.759493     
       10.30               5.016308              43791             3343.568378     
       10.40               5.016308              43983             3404.688490     
       10.50               5.016308              44051             3344.136397     
       10.60               5.016308              44026             3312.422594     
       10.70               5.016308              43896             3169.412834     
       10.80               5.016308              43931             3264.909692     
       10.90               5.016308              43946             3277.796432     
       11.00               5.016308              43853             3188.474017     
       11.10               5.016308              43568             3196.726313     
       11.20               5.016308              43519             3330.306856     
       11.30               5.016308              43459             3475.311024     
       11.40               5.016308              43580             3457.833814     
       11.50               5.016308              43456             3501.033667     
       11.60               5.016308              43488             3468.891419     
       11.70               5.016308              43654             3577.206327     
       11.80               5.016308              43736             3533.891294     
       11.90               5.016308              43769             3420.638597     
       12.00               5.016308              43792             3385.651027     
       12.10               5.016308              43747             3323.130137     
       12.20               5.016308              43742             3243.139661     
       12.30               5.016308              43652             3315.704552     
       12.40               5.016308              43600             3285.310510     
       12.50               5.016308              43587             3390.734091     
       12.60               5.016308              43632             3456.042793     
       12.70               5.016308              43751             3437.651056     
       12.80               5.016308              43936             3330.262415     
       12.90               5.016308              43971             3315.386711     
       13.00               5.016308              43802             3131.149177     
       13.10               5.016308              43586             3202.803875     
       13.20               5.016308              43580             3330.165316     
       13.30               5.016308              43574             3341.895413     
       13.40               5.016308              43837             3258.111117     
       13.50               5.016308              43785             3192.870774     
       13.60               5.016308              43701             3035.298013     
       13.70               5.016308              43385             2936.925367     
       13.80               5.016308              43140             3139.220642     
       13.90               5.016308              43097             3298.467643     
       14.00               5.016308              43092             3373.941461     
       14.10               5.016308              43164             3397.218215     
       14.20               5.016308              42925             3268.288684     
       14.30               5.016308              43129             3246.191660     
       14.40               5.016308              43225             3264.780774     
       14.50               5.016308              43344             3258.559409     
       14.60               5.016308              43664             3272.294136     
       14.70               5.016308              43776             3284.977940     
       14.80               5.016308              43744             3191.830638     
       14.90               5.016308              43475             3259.890255     
       15.00               5.016308              43264             3189.011003     
       15.10               5.016308              43096             2998.704265     
       15.20               5.016308              42997             3036.688801     
       15.30               5.016308              42998             3331.904780     
       15.40               5.016308              43027             3349.644598     
       15.50               5.016308              43081             3197.696440     
       15.60               5.016308              43159             3234.912066     
       15.70               5.016308              43326             3313.904419     
       15.80               5.016308              43570             3336.099383     
       15.90               5.016308              43592             3272.580209     
       16.00               5.016308              43526             3276.640983     
       16.10               5.016308              43165             3217.227013     
       16.20               5.016308              43040             3382.699592     
       16.30               5.016308              43107             3418.975739     
       16.40               5.016308              43023             3334.858401     
       16.50               5.016308              42967             3498.426237     
       16.60               5.016308              43143             3541.353389     
       16.70               5.016308              43044             3574.105884     
       16.80               5.016308              43147             3435.924371     
       16.90               5.016308              43142             3458.792871     
       17.00               5.016308              43067             3424.005095     
       17.10               5.016308              43045             3374.268499     
       17.20               5.016308              43284             3311.280728     
       17.30               5.016308              43328             3158.608272     
       17.40               5.016308              43182             3042.261369     
       17.50               5.016308              42895             2927.668106     
       17.60               5.016308              42681             3066.201253     
       17.70               5.016308              42511             3333.307679     
       17.80               5.016308              42643             3359.466357     
       17.90               5.016308              42709             3435.022606     
       18.00               5.016308              42833             3471.614370     
       18.10               5.016308              42545             3468.421143     
       18.20               5.016308              42716             3472.511540     
       18.30               5.016308              42905             3305.385034     
       18.40               5.016308              42920             3234.140379     
       18.50               5.016308              42968             3170.272420     
       18.60               5.016308              42771             3125.254478     
       18.70               5.016308              42826             3100.033821     
       18.80               5.016308              42613             3261.657235     
       18.90               5.016308              42738             3421.185317     
       19.00               5.016308              42778             3467.725376     
       19.10               5.016308              42935             3570.139069     
       19.20               5.016308              42883             3429.090888     
       19.30               5.016308              42632             3397.666637     
       19.40               5.016308              42380             3354.120972     
       19.50               5.016308              42496             3334.756922     
       19.60               5.016308              42475             3303.432486     
       19.70               5.016308              42404             3291.309238     
       19.80               5.016308              42452             3370.894848     
       19.90               5.016308              42497             3309.850518     
       20.00               5.016308              42551             3198.607313     
       20.10               5.016308              42620             3236.747904     
       20.20               5.016308              42664             3254.845889     
       20.30               5.016308              42542             3214.896741     
       20.40               5.016308              42497             3296.277107     
       20.50               5.016308              42311             3282.935032     
       20.60               5.016308              42075             3486.871854     
       20.70               5.016308              42207             3642.193847     
       20.80               5.016308              42175             3478.038293     
       20.90               5.016308              42322             3395.926195     
       21.00               5.016308              42321             3476.619605     
       21.10               5.016308              42240             3488.746328     
       21.20               5.016308              42419             3391.836262     
       21.30               5.016308              42445             3433.304697     
       21.40               5.016308              42373             3425.689594     
       21.50               5.016308              42175             3421.704606     
       21.60               5.016308              42054             3364.992092     
       21.70               5.016308              42306             3431.655883     
       21.80               5.016308              42589             3395.508539     
       21.90               5.016308              42587             3327.893973     
       22.00               5.016308              42514             3319.937164     
       22.10               5.016308              42517             3312.541081     
       22.20               5.016308              42610             3297.376002     
       22.30               5.016308              42638             3138.554564     
       22.40               5.016308              42557             3107.476525     
       22.50               5.016308              42585             3007.777818     
       22.60               5.016308              42400             2957.146913     
       22.70               5.016308              42414             2867.653866     
       22.80               5.016308              42166             2930.508989     
       22.90               5.016308              42135             2901.076730     
       23.00               5.016308              41839             2923.037965     
       23.10               5.016308              41621             3009.912030     
       23.20               5.016308              41514             3053.874718     
       23.30               5.016308              41382             3228.930735     
       23.40               5.016308              41465             3362.470802     
       23.50               5.016308              41455             3305.600514     
       23.60               5.016308              41581             3377.745016     
       23.70               5.016308              41545             3423.447872     
       23.80               5.016308              41967             3306.371953     
       23.90               5.016308              42166             3245.757632     
       24.00               5.016308              42331             3169.991366     
       24.10               5.016308              42127             3169.223873     
       24.20               5.016308              41587             3078.592486     
       24.30               5.016308              41555             3097.891079     
       24.40               5.016308              41181             3258.002505     
       24.50               5.016308              41114             3245.910215     
       24.60               5.016308              40918             3229.754666     
       24.70               5.016308              40885             3182.045094     
       24.80               5.016308              40870             3188.834137     
       24.90               5.016308              40948             3332.351339     
       25.00               5.016308              41112             3300.357469     
       25.10               5.016308              41268             3354.892908     
       25.20               5.016308              41499             3208.410051     
       25.30               5.016308              41595             3141.472801     
       25.40               5.016308              41418             3045.393969     
       25.50               5.016308              41128             3105.130566     
       25.60               5.016308              41168             3238.028336     
