        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              44203             13530.390220    
        0.10               5.016308              44444             12112.388936    
        0.20               5.016308              44943             9396.946890     
        0.30               5.016308              45283             7134.613152     
        0.40               5.016308              45315             5317.029903     
        0.50               5.016308              45419             4505.469493     
        0.60               5.016308              45310             3652.981726     
        0.70               5.016308              45197             3060.098196     
        0.80               5.016308              45060             2567.010914     
        0.90               5.016308              44834             2345.969708     
        1.00               5.016308              44392             2172.974855     
        1.10               5.016308              44100             2330.420378     
        1.20               5.016308              43934             2017.283620     
        1.30               5.016308              43758             2031.446277     
        1.40               5.016308              43552             1850.507196     
        1.50               5.016308              43341             2196.917254     
        1.60               5.016308              43414             2410.587088     
        1.70               5.016308              43586             2571.932203     
        1.80               5.016308              43612             2476.957221     
        1.90               5.016308              43437             2754.716591     
        2.00               5.016308              43236             2334.296635     
        2.10               5.016308              43174             2484.410348     
        2.20               5.016308              42989             2300.789111     
        2.30               5.016308              42966             2149.882554     
        2.40               5.016308              42788             2306.639876     
        2.50               5.016308              42673             2345.014395     
        2.60               5.016308              42642             2393.924292     
        2.70               5.016308              42675             2328.532140     
        2.80               5.016308              42585             2244.921247     
        2.90               5.016308              42591             2659.069333     
        3.00               5.016308              42484             2416.591699     
        3.10               5.016308              42622             2699.806194     
        3.20               5.016308              42751             2608.881873     
        3.30               5.016308              42940             2467.006924     
        3.40               5.016308              43003             2191.275353     
        3.50               5.016308              43000             2131.730726     
        3.60               5.016308              43099             2224.741318     
        3.70               5.016308              43167             2033.488457     
        3.80               5.016308              43160             2139.280072     
        3.90               5.016308              43337             2748.867579     
        4.00               5.016308              43263             2760.943810     
        4.10               5.016308              43282             2332.963039     
        4.20               5.016308              43243             2132.085996     
        4.30               5.016308              43289             2089.927453     
        4.40               5.016308              43274             1881.563161     
        4.50               5.016308              43046             2248.581348     
        4.60               5.016308              42964             2415.124884     
        4.70               5.016308              42665             2164.417980     
        4.80               5.016308              42477             2337.555403     
        4.90               5.016308              42284             2815.644434     
        5.00               5.016308              42213             3325.519483     
        5.10               5.016308              42288             3310.528412     
        5.20               5.016308              42544             3361.386633     
        5.30               5.016308              42697             3261.384300     
        5.40               5.016308              42876             3211.543554     
        5.50               5.016308              43069             3355.816484     
        5.60               5.016308              43153             3385.118518     
        5.70               5.016308              43196             3085.267132     
        5.80               5.016308              43316             2973.014590     
        5.90               5.016308              43454             2550.102517     
        6.00               5.016308              43438             2646.110320     
        6.10               5.016308              43509             2418.145813     
        6.20               5.016308              43412             2472.548239     
        6.30               5.016308              43269             2190.948307     
        6.40               5.016308              43136             2576.683101     
        6.50               5.016308              43145             2515.086240     
        6.60               5.016308              42952             2574.148918     
        6.70               5.016308              42989             2857.659838     
        6.80               5.016308              43002             3036.515836     
        6.90               5.016308              43044             2882.856954     
        7.00               5.016308              43143             2620.392843     
        7.10               5.016308              43289             2517.175715     
        7.20               5.016308              43390             2656.460699     
        7.30               5.016308              43408             2488.911226     
        7.40               5.016308              43435             2447.909248     
        7.50               5.016308              43159             2674.684860     
        7.60               5.016308              43187             2275.995069     
        7.70               5.016308              43134             2531.777989     
        7.80               5.016308              43078             2481.411573     
        7.90               5.016308              42858             2789.282650     
        8.00               5.016308              42690             2410.241483     
        8.10               5.016308              42769             2248.009295     
