        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              33335             4154.845227     
        0.10               5.016308              34014             4129.141130     
        0.20               5.016308              34976             3831.555382     
        0.30               5.016308              35944             3568.883030     
        0.40               5.016308              36935             3269.819013     
        0.50               5.016308              37954             2963.107763     
        0.60               5.016308              38785             2685.032618     
        0.70               5.016308              39558             2494.925807     
        0.80               5.016308              40297             2242.518639     
        0.90               5.016308              40859             2127.959844     
        1.00               5.016308              41374             2028.867011     
        1.10               5.016308              41759             1936.651029     
        1.20               5.016308              42200             1798.355456     
        1.30               5.016308              42539             1736.942584     
        1.40               5.016308              42788             1644.550595     
        1.50               5.016308              43019             1581.312117     
        1.60               5.016308              43238             1569.246326     
        1.70               5.016308              43264             1507.767362     
        1.80               5.016308              43294             1499.888619     
        1.90               5.016308              43211             1423.746301     
        2.00               5.016308              43074             1433.565374     
        2.10               5.016308              42973             1454.424850     
        2.20               5.016308              42899             1403.586635     
        2.30               5.016308              42762             1353.921213     
        2.40               5.016308              42608             1339.861571     
        2.50               5.016308              42335             1418.995595     
        2.60               5.016308              42272             1477.972588     
        2.70               5.016308              42058             1426.268797     
        2.80               5.016308              42172             1409.929751     
        2.90               5.016308              42238             1463.245560     
        3.00               5.016308              42272             1568.138753     
        3.10               5.016308              42296             1566.720082     
        3.20               5.016308              42416             1541.853345     
        3.30               5.016308              42406             1476.464720     
        3.40               5.016308              42374             1521.887880     
        3.50               5.016308              42382             1441.173171     
        3.60               5.016308              42363             1467.777936     
        3.70               5.016308              42245             1410.219193     
        3.80               5.016308              42214             1464.023725     
        3.90               5.016308              42135             1496.714122     
        4.00               5.016308              42181             1504.462707     
        4.10               5.016308              42136             1453.808317     
        4.20               5.016308              42004             1456.746752     
        4.30               5.016308              42067             1531.042828     
        4.40               5.016308              41984             1553.717462     
        4.50               5.016308              42064             1551.414991     
        4.60               5.016308              42112             1518.264827     
        4.70               5.016308              42091             1589.557757     
        4.80               5.016308              42233             1529.281822     
        4.90               5.016308              42286             1593.878315     
        5.00               5.016308              42312             1549.439551     
        5.10               5.016308              42457             1566.066593     
        5.20               5.016308              42483             1598.860005     
        5.30               5.016308              42464             1554.706535     
        5.40               5.016308              42480             1557.260281     
        5.50               5.016308              42553             1583.564876     
        5.60               5.016308              42570             1549.098613     
        5.70               5.016308              42576             1517.433925     
        5.80               5.016308              42604             1474.578971     
        5.90               5.016308              42602             1505.085888     
        6.00               5.016308              42741             1505.538369     
        6.10               5.016308              42859             1518.486035     
        6.20               5.016308              42765             1550.326963     
        6.30               5.016308              42806             1533.203762     
        6.40               5.016308              42964             1436.548526     
        6.50               5.016308              42910             1467.954829     
        6.60               5.016308              42778             1316.648818     
        6.70               5.016308              42706             1381.017520     
        6.80               5.016308              42653             1359.454781     
        6.90               5.016308              42610             1312.094533     
        7.00               5.016308              42311             1368.250327     
        7.10               5.016308              42146             1387.067510     
        7.20               5.016308              42181             1443.851671     
        7.30               5.016308              42212             1491.820544     
        7.40               5.016308              42175             1484.929388     
        7.50               5.016308              42214             1426.605706     
        7.60               5.016308              42279             1432.529619     
