      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.025009         87421             2               2             10793           10772         133.339029       2.010789       883.586598      755.774565      17.777942        3.605612          759      
      0.10          5.025009         87680             2               2             11340           11754         138.239090      52.230599       888.144333      455.486511      88.959336       72.158634          778      
      0.10          5.025009         87680             2               6              555             540          11.418194        5.013331       92.286255        0.000000       11.418194        5.013331           29      
      0.10          5.025009         87680             2               9              442             425           8.976318        3.888902       105.115980       0.000000        8.976318        3.888902           23      
      0.10          5.025009         87680             2               7              271             271           6.406408        3.262472       77.247679        0.000000        6.406408        3.262472           14      
      0.10          5.025009         87680             2               11             249             237           6.490239        1.159536       46.123453        0.000000        6.490239        1.159536           14      
      0.20          5.025009         86342             4               4             17830           18194         131.022714       3.156368      1146.039466      892.837880      31.006118       19.517095          1059     
      0.20          5.025009         86342             4               8              1549            1588         21.481093        7.814346       204.935792       0.000000       21.481093        7.814346           84      
      0.20          5.025009         86342             4               9              591             542          11.438368        1.757195       78.688373        0.000000       11.438368        1.757195           29      
      0.20          5.025009         86342             4               11             451             489           8.497649        2.436326       80.526184        0.000000        8.497649        2.436326           23      
      0.20          5.025009         86342             4               13              61              47          10.980452        5.190118       122.454296       0.000000       10.980452        5.190118           26      
      0.30          5.025009         84269             3               3             30543           30833         130.952902      12.935496       928.298416     1042.144663      58.103848       45.173031          1740     
      0.30          5.025009         84269             3               8              216             187           4.379870        1.729215       44.811548        0.000000        4.379870        1.729215           11      
      0.30          5.025009         84269             3               2               61              77           8.548068        3.094280       85.755087        0.000000        8.548068        3.094280           25      
      0.30          5.025009         84269             3               1               58              57           6.237614        3.065365       69.279929        0.000000        6.237614        3.065365           30      
      0.40          5.025009         82846             11              11            34749           35102         144.596076      36.795381      1166.278535      624.414490      95.341239       55.112399          2048     
      0.40          5.025009         82846             11              1              203             186          28.518690       16.854567       331.688081       0.000000       28.518690       16.854567           99      
      0.40          5.025009         82846             11              15              81              80          13.786013        6.650395       122.213527       0.000000       13.786013        6.650395           34      
      0.40          5.025009         82846             11              3               55              95          10.381892        3.106885       72.795459        0.000000       10.381892        3.106885           32      
      0.40          5.025009         82846             11              2               59              83           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           30      
      0.50          5.025009         81309             6               6             34180           34494         135.605691      10.037330       402.537875     1114.057339      75.731564       36.222125          2017     
      0.50          5.025009         81309             6               2              193             224          16.419684        7.725259       145.564569       0.000000       16.419684        7.725259           90      
      0.50          5.025009         81309             6               10              74              72          12.218526        1.768423       80.073133        0.000000       12.218526        1.768423           32      
      0.50          5.025009         81309             6               12              63              59           9.209919        2.644418       63.740360        0.000000        9.209919        2.644418           20      
      0.50          5.025009         81309             6               4               47              62           9.202501        2.175166       68.814248        0.000000        9.202501        2.175166           21      
      0.60          5.025009         80282             5               5             30451           31537         127.594051       8.739947       735.335643      957.640247      50.686903       27.773995          1733     
      0.60          5.025009         80282             5               9              252             263           5.638920        0.377604       35.838046        0.000000        5.638920        0.377604           11      
      0.60          5.025009         80282             5               1               63              90          13.069430        5.094415       104.674840       0.000000       13.069430        5.094415           33      
      0.60          5.025009         80282             5               13              88              61           6.645898        2.728127       60.828252        0.000000        6.645898        2.728127           15      
      0.70          5.025009         78733             3               3             26731           28140         124.681742      15.650951      1072.885308     1004.891751      45.658886       44.587842          1551     
      0.70          5.025009         78733             3               7               70              35           6.039425        1.201133       43.281055        0.000000        6.039425        1.201133           12      
      0.80          5.025009         77606             1               1             25652           27460         122.585387       9.684162       937.209241     1062.943990      47.581673       33.829871          1470     
      0.80          5.025009         77606             1               7              124              77           9.353174        4.432485       91.498753        0.000000        9.353174        4.432485           20      
      0.80          5.025009         77606             1               2               71              52           8.795303        4.416297       88.420308        0.000000        8.795303        4.416297           17      
      0.90          5.025009         76423             2               2             28694           30344         143.143711      12.899772       400.619836     1022.959383      70.166056       35.771502          1802     
      0.90          5.025009         76423             2               10             189              94          12.379871        4.393502       94.341495        0.000000       12.379871        4.393502           31      
      0.90          5.025009         76423             2               3              131              82          13.989366        6.769612       129.731348       0.000000       13.989366        6.769612           27      
      0.90          5.025009         76423             2               8               84              61           7.464064        4.015055       65.215139        0.000000        7.464064        4.015055           16      
      1.00          5.025009         75855             2               2             26975           28673         161.507367       5.995274       49.992223      1050.505328      88.452008       27.988307          1669     
      1.00          5.025009         75855             2               4              108              69           9.713000        2.185746       68.156375        0.000000        9.713000        2.185746           24      
      1.10          5.025009         75330             3               3             25148           27616         121.711132      10.779537       892.352539      999.606848      48.314884       33.990793          1456     
      1.10          5.025009         75330             3               6              167             156          11.781205        2.653679       81.632834        0.000000       11.781205        2.653679           44      
      1.20          5.025009         75176             3               3             23564           26555         119.784387      10.792643      1023.105256      900.821807      44.451049       35.087471          1366     
      1.20          5.025009         75176             3               8               91              64           8.709256        2.297983       61.585833        0.000000        8.709256        2.297983           21      
      1.20          5.025009         75176             3               5               86              55           9.572045        1.384490       64.553134        0.000000        9.572045        1.384490           22      
      1.20          5.025009         75176             3               10              89              49           7.095998        0.611184       46.393449        0.000000        7.095998        0.611184           15      
      1.20          5.025009         75176             3               16              64              67          10.448823        4.405245       99.369054        0.000000       10.448823        4.405245           24      
      1.30          5.025009         75769             4               4             23614           26745         119.432163      18.492198       884.094118      992.318712      45.575985       41.892987          1438     
      1.30          5.025009         75769             4               7              125              62          10.034393        1.826679       67.173751        0.000000       10.034393        1.826679           23      
      1.30          5.025009         75769             4               5               60              52           8.149303        1.265688       55.387129        0.000000        8.149303        1.265688           17      
      1.30          5.025009         75769             4               1               56              52          102.074671      59.892191       800.707591       0.000000       102.074671      59.892191           19      
      1.40          5.025009         75178             1               1             21480           24959         120.658200       8.348747       985.176606      884.742708      45.402551       33.086332          1284     
      1.40          5.025009         75178             1               3               99              79           7.862155        3.091903       80.799863        0.000000        7.862155        3.091903           19      
      1.50          5.025009         75412             1               1             22632           26006         106.612793      36.051782       755.799193      996.688083      32.178123       60.528231          1433     
