      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.025009           10              1               1             50000           50000          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          5184     
      0.10          5.025009          4059             1               1             49935           49929          7.669587        0.467993       48.481233        0.000000        7.669587        0.467993          5172     
      0.10          5.025009          4059             1               0               65              71           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           12      
      0.20          5.025009          4444             1               1             49410           49457         10.139356        0.605742       64.437750        0.000000       10.139356        0.605742          5090     
      0.20          5.025009          4444             1               0              590             543           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           94      
      0.30          5.025009          4292             1               1             49889           49890          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5165     
      0.30          5.025009          4292             1               0              111             110           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           19      
      0.40          5.025009          3269             1               1             49472           49516         10.290280        0.993021       65.795380        0.000000       10.290280        0.993021          5099     
      0.40          5.025009          3269             1               0              528             484           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           85      
      0.50          5.025009          2687             1               1             49408           49422         10.139356        0.605742       64.437750        0.000000       10.139356        0.605742          5082     
      0.50          5.025009          2687             1               0              592             578           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          102      
      0.60          5.025009          4062             1               1             48698           48698         11.113548        0.748147       70.854141        0.000000       11.113548        0.748147          4961     
      0.60          5.025009          4062             1               0              1302            1302          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          223      
      0.70          5.025009          4852             1               1             47889           48046         20.080112        7.585766       217.308859       0.000000       20.080112        7.585766          4843     
      0.70          5.025009          4852             1               0              2111            1954          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          341      
      0.80          5.025009          4232             1               1             47590           47796         10.155296        0.865020       64.694074        0.000000       10.155296        0.865020          4796     
      0.80          5.025009          4232             1               0              2410            2204          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          388      
      0.90          5.025009          3771             1               1             47078           47282         18.311210        4.682017       150.100582       0.000000       18.311210        4.682017          4711     
      0.90          5.025009          3771             1               0              2922            2718          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          473      
      1.00          5.025009          4557             1               1             46897           47047         28.260113       12.995827       328.545409       0.000000       28.260113       12.995827          4674     
      1.00          5.025009          4557             1               0              3103            2953          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          510      
      1.10          5.025009          4519             1               1             44137           44423         136.874895      25.846634       568.460969      47.422798       129.643437      27.001256          4259     
      1.20          5.025009          5203             1               1             43093           43607         117.325026      52.375790      1198.154519       0.000000       117.325026      52.375790          4078     
      1.20          5.025009          5203             1               0              6856            6348          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          1106     
      1.30          5.025009          6270             1               1             39932           40947         144.313341      45.561223      1973.295947      56.021978       135.997245      46.980409          3616     
      1.40          5.025009          7416             2               2             35796           36616         157.625894      52.092558      2653.164246      45.525181       150.477685      52.806294          3202     
      1.40          5.025009          7416             2               1              3427            3769         41.731739        7.579287       319.726403       0.000000       41.731739        7.579287          244      
      1.40          5.025009          7416             2               3              114              89           4.686363        2.466443       41.098465        0.000000        4.686363        2.466443           10      
      1.50          5.025009          8322             1               1             35591           37078         127.145819      60.804316       767.046082      65.885887       116.772853      61.664064          3034     
      1.50          5.025009          8322             1               5              261             217          11.616234        4.716151       89.770732        0.000000       11.616234        4.716151           26      
      1.50          5.025009          8322             1               3              104              83           5.186753        2.727496       44.957671        0.000000        5.186753        2.727496           10      
      1.60          5.025009          9058             2               2             31616           32830         189.472856      41.176703       677.402504      107.250973      173.810045      44.773491          2641     
