      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.025009           10              1               1             50000           50000          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          5184     
      0.10          5.025009          2463             1               1             49982           49979          8.034733        0.161796       50.578285        0.000000        8.034733        0.161796          5180     
      0.20          5.025009          3179             1               1             49958           49951          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5176     
      0.30          5.025009          3049             1               1             49947           49952          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5176     
      0.40          5.025009          6985             1               1             49974           49943          7.669587        0.467993       48.481233        0.000000        7.669587        0.467993          5176     
      0.50          5.025009          2502             1               1             49953           49940          9.730031        0.543633       61.895501        0.000000        9.730031        0.543633          5174     
      0.50          5.025009          2502             1               0               47              60           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           10      
      0.60          5.025009          4941             1               1             49627           49665          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5120     
      0.60          5.025009          4941             1               0              373             335           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           64      
      0.70          5.025009          2947             1               1             49504           49515          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5096     
      0.70          5.025009          2947             1               0              496             485           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           88      
      0.80          5.025009          3930             1               1             49007           49043          9.927119        1.396425       64.585819        0.000000        9.927119        1.396425          5007     
      0.80          5.025009          3930             1               0              993             957           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          177      
      0.90          5.025009          3304             1               1             48360           48367         102.124800      57.614339       817.947585       0.000000       102.124800      57.614339          4887     
      0.90          5.025009          3304             1               0              1640            1633          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          297      
      1.00          5.025009          4860             1               1             48101           48134         141.337208      13.391456       189.722499      60.364961       131.945359      13.719187          4851     
      1.10          5.025009          5047             1               1             48111           48115         64.218050       14.613137       130.678272      50.845688       56.172811       14.836990          4859     
      1.20          5.025009          6046             1               1             46170           46381         155.193998      30.185128       914.844035      50.845688       147.148759      30.408981          4533     
      1.30          5.025009          6931             1               1             44718           45010         102.893958      40.174580      1486.095033      72.433367       91.813351       41.543362          4293     
      1.40          5.025009          7806             1               1             41723           42020         157.980007      43.544950      3667.035367      81.290233       145.937126      46.229754          3801     
      1.50          5.025009         22132             1               1             38410           39262         168.279840      20.910588       326.961333      31.202944       163.338115      21.091200          3298     
      1.50          5.025009         22132             1               2              161             147           6.966384        3.915549       57.294332        0.000000        6.966384        3.915549           18      
      1.50          5.025009         22132             1               5              108              85           7.267027        2.849136       54.262494        0.000000        7.267027        2.849136           12      
      1.50          5.025009         22132             1               4              103              65           4.872626        2.511544       47.270415        0.000000        4.872626        2.511544           11      
      1.60          5.025009         24573             1               1             32037           33492         113.335568      42.854768      1420.132325      88.503647       99.914701       45.277590          2501     
      1.60          5.025009         24573             1               8              582             545          14.980427        2.967502       107.142194       0.000000       14.980427        2.967502           42      
      1.60          5.025009         24573             1               5              228             195          10.397888        2.551193       87.120954        0.000000       10.397888        2.551193           25      
      1.60          5.025009         24573             1               10             152             141          11.851056        6.560658       105.981157       0.000000       11.851056        6.560658           19      
      1.60          5.025009         24573             1               2              104              94           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           11      
      1.70          5.025009         26932             4               4             13006           13957         104.770143      52.382231       785.870384      131.034480      85.157726       55.015610          847      
      1.70          5.025009         26932             4               1             10326           11162         57.282394        6.835414       144.622518      107.295847      40.716347        8.441562          688      
      1.70          5.025009         26932             4               5              2187            2284         29.437164        5.458687       230.872075       0.000000       29.437164        5.458687          149      
