      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.025009           10              1               1             50000           50000          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          5184     
      0.10          5.025009          3045             1               1             50000           50000          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          5184     
      0.20          5.025009          3319             1               1             49976           49978          8.034733        0.161796       50.578285        0.000000        8.034733        0.161796          5180     
      0.30          5.025009          2056             1               1             49958           49950          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5174     
      0.40          5.025009          4037             1               1             49953           49949          7.669587        0.467993       48.481233        0.000000        7.669587        0.467993          5174     
      0.50          5.025009          3458             1               1             49961           49950          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5175     
      0.60          5.025009          4611             1               1             49779           49808          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5144     
      0.60          5.025009          4611             1               0              221             192           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           40      
      0.70          5.025009          2457             1               1             49668           49724          7.903091        0.243752       49.778789        0.000000        7.903091        0.243752          5124     
      0.70          5.025009          2457             1               0              332             276           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           60      
      0.80          5.025009          3668             1               1             49493           49518          8.045239        0.223853       50.845688        0.000000        8.045239        0.223853          5090     
      0.80          5.025009          3668             1               0              507             482           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           94      
      0.90          5.025009          4023             1               1             49117           49138         10.224905        0.568494       65.352388        0.000000       10.224905        0.568494          5021     
      0.90          5.025009          4023             1               0              883             862           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          163      
      1.00          5.025009          5248             1               1             48889           49037         16.762217        7.014175       154.930358       0.000000       16.762217        7.014175          4979     
      1.00          5.025009          5248             1               0              1111            963           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          205      
      1.10          5.025009          6370             1               1             47717           47820         106.921386      12.774812       146.607221      68.413105       96.276539       13.502672          4781     
      1.20          5.025009         12129             1               1             46212           46610         159.090685      18.046903       337.244750      50.578285       151.055952      18.208699          4506     
      1.30          5.025009         13665             1               1             42683           43243         164.505438      20.767042       600.378305      65.760589       154.255610      21.371399          3936     
      1.40          5.025009         15475             1               1             39447           40514         147.016913      49.586528      1980.591130      48.688178       139.448322      50.268094          3446     
      1.40          5.025009         15475             1               5              172             173          11.120171        4.549904       90.517190        0.000000       11.120171        4.549904           24      
      1.40          5.025009         15475             1               4              153             122           5.485661        3.159188       43.356418        0.000000        5.485661        3.159188           17      
      1.50          5.025009         17196             2               2             30227           31791         161.412607      20.434198       363.524794      50.845688       153.367368      20.658051          2382     
      1.50          5.025009         17196             2               4              3977            4309         41.748796        9.647517       288.113168      50.578285       33.714063        9.809313          257      
      1.50          5.025009         17196             2               5              182             133           9.149172        4.405291       94.062538        0.000000        9.149172        4.405291           21      
      1.50          5.025009         17196             2               12             124              94           7.474865        0.645245       49.011882        0.000000        7.474865        0.645245           16      
      1.60          5.025009         18973             1               1             22176           23737         55.335235       26.583468       351.403904      73.287631       43.939094       27.561193          1528     
      1.60          5.025009         18973             1               3              5269            5756         50.555214        5.386355       353.641412      152.154538      28.440854       10.513446          343      
      1.60          5.025009         18973             1               2              4234            4527         44.566506        9.771177       330.104006      65.529171       34.326860       10.349864          271      
      1.60          5.025009         18973             1               5              117              76           6.021142        1.981425       49.843709        0.000000        6.021142        1.981425           13      
      1.70          5.025009         20301             4               4             11535           12569         90.706453       38.596672       800.430724      160.625498      68.856447       44.360988          772      
      1.70          5.025009         20301             4               1              9439           10048         58.861037       34.568810       372.981304      50.845688       50.815798       34.792663          597      
      1.70          5.025009         20301             4               3              5138            5677         50.443086        3.841974       334.928567      169.627467      25.843483        9.580361          309      
      1.70          5.025009         20301             4               2              4116            4393         43.953025        9.778808       302.430365      104.479082      28.295377       11.927173          251      
      1.80          5.025009         27392             4               4             11513           12524         95.433070       43.976154       735.046059      143.546342      74.795854       48.451997          708      
      1.80          5.025009         27392             4               3              5419            5791         52.323890        5.009116       368.610722      183.309348      25.638075       10.911132          325      
      1.80          5.025009         27392             4               1              4876            5306         49.323159        4.602217       333.632709      177.546485      24.150045       10.449610          292      
      1.80          5.025009         27392             4               8              4683            4927         58.819711       27.172360       389.896871      50.578285       50.784979       27.334156          304      
      1.80          5.025009         27392             4               2              4073            4299         176.943882      26.486864      1041.604124      875.385527      72.444441       85.451539          235      
      1.90          5.025009         22697             4               4             11125           11939         92.393030       40.489327       705.129240      161.454668      68.815314       44.023350          671      
      1.90          5.025009         22697             4               1              9127            9568         74.641598       34.675847       671.244800      60.891381       65.177012       35.702587          556      
      1.90          5.025009         22697             4               3              5239            5557         52.983063        5.051607       355.239018      207.294452      22.944355       11.541100          312      
      1.90          5.025009         22697             4               2              4076            4233         43.642675        4.623938       293.148834      153.304294      22.047179       10.152486          236      
      2.00          5.025009         29549             5               5             11759           12458         93.823752       42.625769       716.587195      177.527595      69.091084       47.436194          723      
      2.00          5.025009         29549             5               1              9402            9793         75.683719       35.549965       646.324346      74.587031       64.258405       36.989506          582      
      2.00          5.025009         29549             5               3              5514            5778         54.717141        5.184155       380.339606      207.175949      23.905092       11.173110          330      
      2.00          5.025009         29549             5               2              4314            4474         47.088818        6.129913       338.652259      159.567200      24.699848       11.559237          275      
      2.10          5.025009         30486             4               4             11524           12170         93.134222       41.250700       663.125074      178.704823      67.136788       45.224449          693      
      2.10          5.025009         30486             4               1              8776            9196         89.211100       50.878630       577.059234      55.758088       80.423535       51.623573          529      
      2.10          5.025009         30486             4               3              5706            5806         58.443014        8.726972       438.121636      218.550311      26.131740       14.709358          370      
      2.10          5.025009         30486             4               2              4118            4239         45.737828        4.749777       328.216375      169.560239      21.422253       10.198148          251      
      2.20          5.025009         30856             4               4             11045           11339         81.846712       25.493618       649.270921      389.554136      38.095843       45.423097          640      
      2.20          5.025009         30856             4               1              8330            8619         80.406328       46.150392       521.349578      196.048169      56.502955       56.160226          510      
      2.20          5.025009         30856             4               3              5293            5443         55.309392        4.356555       384.988264      229.628867      20.908607        9.811459          311      
      2.20          5.025009         30856             4               2              4022            4096         48.600543        7.914649       339.601237      183.333403      21.891496       13.318713          255      
