    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38304.096       10469.124        157.168         157.168         9840.508       10311.984       24808.688      35536596.223      8587.131        8587.131      35523030.132    35538400.309       519.6           41494     
     0.100         43317.402       226721.510      -1297.898       -1297.898       220243.426      222184.570      19888.103     165881344.200    -347465.347     -347465.347    167642010.887   166414212.197       501.5           41667     
     0.200         43424.095       181491.173       -552.628        -552.628       184606.659      182496.288      19752.197     191542329.505    -339111.188     -339111.188    190853367.474   190858737.301       513.9           42075     
     0.300         42701.376       168869.008       -149.183        -149.183       165182.080      166876.360      20401.246     165806007.018    -878258.890     -878258.890    165198912.628   164624200.933       537.6           42463     
     0.400         41863.073       150909.752       -763.500        -763.500       148505.084      148943.918      21101.102     140841267.168    -475045.207     -475045.207    142054367.966   140972772.360       570.3           42897     
     0.500         41283.882       151554.469       2064.305        2064.305       143165.933      149424.507      21676.483     121521330.370     -29881.389      -29881.389    122911550.186   122186558.889       581.5           43139     
     0.600         40641.183       133927.800       5241.842        5241.842       134093.589      139252.536      22272.186     106518113.562     198118.760      198118.760    106667983.953   106791167.517       588.3           43393     
     0.700         40205.520       130875.430       219.060         219.060        140792.255      136052.903      22649.423      94953657.316     287537.867      287537.867     94938313.705    95233523.378       596.2           43447     
     0.800         39735.562       135462.681       5298.855        5298.855       125811.620      135936.005      23097.788      85213271.192     236024.869      236024.869     84753890.894    85219605.912       600.7           43508     
     0.900         39431.995       131307.202       -386.796        -386.796       130887.812      130710.711      23348.008      77111329.090     39159.225       39159.225      77469807.341    77329727.441       618.7           43455     
     1.000         39254.173       145085.869       3937.012        3937.012       146085.624      149522.758      23567.745      71407786.375      -760.041        -760.041      72232872.305    71819569.300       615.3           43315     
     1.100         39207.177       159897.643       928.068         928.068        165685.401      163719.590      23549.963      67298200.342    -406148.810     -406148.810     67837568.147    67161735.435       616.5           43137     
     1.200         39064.919       160311.199      -4031.327       -4031.327       154611.343      153429.944      23688.410      65225190.616    -771650.627     -771650.627     64411117.955    64046503.659       635.6           43074     
     1.300         38911.231       156236.597       106.791         106.791        159144.213      157797.196      23823.047      62987168.994    -636879.576     -636879.576     62685147.899    62199278.870       622.1           43009     
