    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         39183.044       18535.325        198.962         198.962        18261.496       18597.373       23928.470      26656574.157      3895.666        3895.666      26647647.823    26656006.656       530.8           38874     
     0.100         43441.877       316861.574      -2134.569       -2134.569       328410.372      320501.404      19762.358     104555567.873     480256.920      480256.920    104453868.061   104984974.887       498.1           38939     
     0.200         43793.710       289894.156      -1523.831       -1523.831       306200.894      296523.694      19345.747     132553625.189     97292.336       97292.336     131288841.741   132018525.801       531.9           39328     
     0.300         43206.898       278594.699       463.625         463.625        265883.280      272702.615      19825.866     120968035.984     298171.862      298171.862    119928128.873   120746254.290       563.5           39770     
     0.400         42543.877       256074.776       -832.079        -832.079       254287.032      254348.825      20513.020     105218334.937     304316.917      304316.917    104557153.406   105192061.088       553.4           40157     
     0.500         41797.025       234924.502       4638.770        4638.770       230629.777      237415.910      21145.558      91683900.400     702151.441      702151.441     92028012.653    92558107.967       579.3           40624     
     0.600         41210.213       196488.052       -853.456        -853.456       203831.288      199306.214      21741.261      81264879.225     765435.850      765435.850     81764094.076    82279922.501       579.3           41005     
     0.700         40637.373       202388.138       1303.265        1303.265       203706.435      204350.551      22264.565      72301703.417     691800.076      691800.076     72904349.717    73294826.643       584.9           41224     
     0.800         40092.476       193934.217       4753.787        4753.787       206185.992      204813.892      22728.172      65600631.185     884039.657      884039.657     65772096.203    66570403.351       612.0           41494     
     0.900         39749.534       180037.947       -229.473        -229.473       181788.721      180683.861      23041.901      60451465.043     698811.296      698811.296     60694369.302    61271728.468       608.6           41594     
     1.000         39536.147       182418.997      -2005.178       -2005.178       178139.596      178274.118      23304.823      56575741.807    1020400.860     1020400.860     57093611.793    57855077.661       605.2           41658     
     1.100         39183.044       172663.015       1788.822        1788.822       175948.414      176094.536      23621.092      53217717.109     792196.411      792196.411     53532118.814    54167114.372       618.7           41779     
