    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38658.469       13206.467        375.352         375.352        14169.843       14063.507       24432.722      31125875.760      3646.433        3646.433      31112933.702    31123051.164       524.1           40328     
     0.100         43323.753       257132.541      -2318.195       -2318.195       253601.298      253048.725      19856.350     136801924.445    -507375.898     -507375.898    133317949.259   134552560.954       506.0           40440     
     0.200         43590.485       224338.999       1163.512        1163.512       219917.773      223291.898      19569.294     165049851.303    -716827.619     -716827.619    161368825.329   162492510.697       521.8           40858     
     0.300         42855.065       207491.835       786.050         786.050        209590.514      209327.224      20229.775     146874325.425    -433134.510     -433134.510    143794846.635   144901451.520       538.7           41374     
     0.400         42249.201       176563.275       2622.082        2622.082       195305.696      188556.568      20814.047     126637807.108     239914.947      239914.947    124218291.687   125667964.344       539.8           41676     
     0.500         41532.833       168833.099      -3645.896       -3645.896       167904.377      164722.842      21446.585     109702494.060     249450.029      249450.029    108608218.586   109404806.352       578.2           42095     
     0.600         40932.049       166375.776       526.988         526.988        154745.662      161087.706      22054.990      97404551.526     423998.716      423998.716     96228047.000    97240297.979       563.5           42483     
     0.700         40288.080       147731.580       1237.158        1237.158       144289.324      147247.610      22624.020      86875901.160     130064.785      130064.785     85917943.456    86526987.093       586.0           42787     
     0.800         39828.283       138697.666       1617.062        1617.062       137808.968      139870.379      23030.469      78100378.506     103871.574      103871.574     76842521.449    77575321.552       599.6           42916     
     0.900         39378.648       137566.105       3066.574        3066.574       139758.222      141728.737      23447.081      71062650.344     340375.923      340375.923     69933751.970    70838577.080       598.4           43027     
     1.000         39127.157       136637.659       3556.239        3556.239       129280.653      136515.396      23702.382      65913101.308     134563.428      134563.428     64606797.687    65394512.925       607.5           43050     
     1.100         38779.134       139384.982       276.519         276.519        140193.799      140065.910      24018.651      61579088.859     -62551.215      -62551.215     59425524.576    60439755.502       605.2           43115     
     1.200         38479.377       135049.882       -286.582        -286.582       132359.556      133418.137      24238.388      57806292.233    -328462.335     -328462.335     55843390.218    56496378.890       631.1           43124     
     1.300         38404.438       148694.288      -2434.342       -2434.342       146307.567      145066.585      24394.617      54757426.084    -250011.290     -250011.290     53951384.204    54104393.853       604.1           43029     
     1.400         38231.697       142034.842       2311.022        2311.022       145591.877      146124.381      24486.068      51986994.316    -479877.088     -479877.088     51435760.895    51231500.518       636.8           42920     
     1.500         38141.516       165414.205       -682.956        -682.956       153300.994      158674.643      24496.230      50075789.079    -324653.150     -324653.150     50103497.095    49764989.937       660.4           42773     
     1.600         38133.895       154237.919       -692.471        -692.471       164228.964      158540.971      24454.314      48999579.946    -100975.730     -100975.730     49133569.816    48965599.151       679.6           42596     
     1.700         38268.532       169808.455       -113.908        -113.908       177529.513      173555.076      24366.674      47955441.435     -2640.720       -2640.720      48867685.956    48408922.976       660.4           42338     
     1.800         38384.116       188293.452      -4243.436       -4243.436       191116.857      185461.719      24234.577      47687126.382     155456.917      155456.917     48660007.004    48329023.610       668.3           42133     
     1.900         38400.628       177094.873      -1123.372       -1123.372       182070.698      178459.413      24218.065      47396110.235     82698.200       82698.200      47919214.190    47740360.413       659.3           42016     
     2.000         38356.172       179871.501      -3868.206       -3868.206       187573.658      179854.374      24202.823      47761954.225     -59498.951      -59498.951     47645614.317    47644285.320       687.5           41994     
     2.100         38462.865       194984.610      -4170.504       -4170.504       190092.826      188368.215      24122.804      47557371.303     77327.699       77327.699      47303897.227    47507961.964       675.1           41914     
