    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         41578.558       46387.834        -80.322         -80.322        45632.886       45930.038       21610.435      17104102.464      980.538         980.538       17100443.592    17103253.567       511.7           33691     
     0.100         44786.972       627678.357       4629.446        4629.446       643038.799      639988.024      18066.700      55855499.992    -393400.790     -393400.790     55562881.061    55315789.737       641.3           33341     
     0.200         45314.087       591800.106      -1547.336       -1547.336       578693.233      583699.333      17600.552      74284934.050     -52874.149      -52874.149     74231776.331    74205481.042       627.7           33810     
     0.300         44940.661       566853.805       -830.419        -830.419       559308.539      562250.753      17938.414      73665191.407      1843.776        1843.776      73659249.132    73664064.046       617.6           34312     
     0.400         44463.083       536384.546      -8537.203       -8537.203       538323.757      528816.948      18451.557      66336215.759    -118781.542     -118781.542     67367801.219    66733226.947       614.2           34682     
     0.500         43864.839       491892.601       -856.779        -856.779       496031.459      493105.251      18974.861      59134681.360     102178.151      102178.151     59915597.505    59627317.583       624.4           35037     
     0.600         43382.180       488209.726      -5877.308       -5877.308       481978.169      479216.639      19433.388      53245279.998     -84506.197      -84506.197     54151464.043    53613865.823       640.1           35364     
     0.700         42875.388       463639.935       1856.564        1856.564       463067.766      465210.415      19766.168      48418002.914     230210.560      230210.560     49049191.891    48963807.962       667.2           35537     
     0.800         42363.515       447408.933      -4198.727       -4198.727       444817.584      441914.531      20125.623      44621784.342     401146.518      401146.518     45050947.957    45237512.667       728.0           35845     
     0.900         41874.505       433309.806       -958.925        -958.925       430982.522      431187.239      20506.669      41543381.565     362010.756      362010.756     42244890.644    42256146.861       774.3           36078     
     1.000         41789.404       434281.044      -3634.319       -3634.319       426556.942      426784.674      20716.245      39355418.762     586107.271      586107.271     40041644.048    40284638.676       738.2           36075     
     1.100         41584.909       449154.876      -2747.066       -2747.066       451569.674      447615.208      20759.430      37449958.933     813606.286      813606.286     37896964.635    38487068.070       785.5           36038     
     1.200         41150.516       429891.348      -4611.467       -4611.467       422662.788      421665.600      21002.030      35699766.857     799661.760      799661.760     36198058.301    36748574.339       846.4           36247     
     1.300         41239.427       436026.351       910.838         910.838        438851.041      438349.534      21200.175      34667911.905     811466.061      811466.061     34991970.814    35641407.421       732.6           36113     
     1.400         41125.113       445734.702       -146.378        -146.378       447271.342      446356.644      21116.344      33483164.049     677702.151      677702.151     33665365.599    34251966.975       806.9           36020     
     1.500         40958.722       451890.902       -409.120        -409.120       451560.271      451316.466      21085.861      32648622.586     623639.894      623639.894     32410100.793    33153001.584       862.2           35949     
     1.600         41029.851       442053.694       5355.541        5355.541       445869.718      449317.247      21056.647      32135791.977     548773.745      548773.745     32074890.962    32654115.215       840.8           35814     
     1.700         41041.282       458723.745       -130.026        -130.026       459428.287      458945.990      21028.704      31687609.090     372108.251      372108.251     31705658.590    32068742.091       839.6           35718     
     1.800         41126.383       475499.711       9527.708        9527.708       473664.721      484109.924      20966.466      31613026.222     102805.617      102805.617     31319040.374    31568838.915       853.1           35615     
     1.900         41118.762       493608.570       5014.455        5014.455       497701.197      500669.339      20887.716      31131122.353     -9917.112       -9917.112      31170187.595    31140737.862       871.2           35501     
     2.000         40848.219       494450.501       -776.507        -776.507       484216.236      488556.862      20873.744      30824488.180     35751.566       35751.566      30867763.659    30881877.486       965.8           35575     
     2.100         40796.142       476771.601      -3035.314       -3035.314       466508.666      468604.819      20970.276      30308505.447     252107.782      252107.782     30894358.488    30853539.750       962.5           35565     
     2.200         41076.847       486857.734       2062.386        2062.386       482398.934      486690.720      21016.002      30255659.354     -68166.137      -68166.137     30400958.597    30260142.839       837.4           35346     
     2.300         40737.715       496278.761      -3867.325       -3867.325       501442.377      494993.244      20737.838      30169611.808     102311.447      102311.447     30103857.665    30239046.184       1050.4          35401     
     2.400         41128.923       515609.046      -1795.460       -1795.460       504768.666      508393.396      20714.975      30151286.868     -8708.569       -8708.569      30127970.497    30130920.114       924.1           35133     
     2.500         41224.185       516567.802       4123.737        4123.737       521019.094      522917.185      20632.415      30215905.427    -111831.251     -111831.251     30127576.467    30059909.696       923.0           35010     
     2.600         41252.128       538620.618      -4246.057       -4246.057       530706.034      530417.268      20493.968      30229834.082    -288561.401     -288561.401     29995802.562    29824256.921       965.8           34832     
     2.700         41509.970       555037.458       5609.981        5609.981       545824.598      556041.009      20345.360      30440692.795    -125109.098     -125109.098     30172514.331    30181494.465       906.1           34650     
     2.800         41375.333       531930.812      -1041.584       -1041.584       531589.917      530718.780      20104.030      30235332.467     46856.045       46856.045      30278251.204    30303647.881       1069.5          34594     
     2.900         41699.223       542143.966       -966.140        -966.140       550561.988      545386.837      20139.594      30507869.301     42513.145       42513.145      30412233.577    30502564.584       944.4           34410     
     3.000         41756.380       561993.468      -4444.453       -4444.453       562174.293      557639.428      20135.784      30327846.114     15587.816       15587.816      30363812.334    30361417.040       919.6           34347     
     3.100         41776.703       559293.959      -1468.380       -1468.380       559443.516      557900.357      20330.118      29736720.963     27253.006       27253.006      29794222.590    29792724.783       821.6           34355     
     3.200         41588.719       545034.146       2496.721        2496.721       556773.070      553400.329      20336.468      29403753.991     28166.684       28166.684      29193687.526    29326887.443       879.1           34369     
     3.300         41587.449       549176.502       2020.762        2020.762       574180.889      563699.458      20298.364      29293118.664     233353.001      233353.001     28899868.900    29329846.783       903.9           34317     
     3.400         41445.192       570967.008       719.061         719.061        571412.960      571909.045      20410.138      28385545.075     114684.051      114684.051     28748694.173    28681803.675       902.7           34365     
     3.500         41236.886       560747.436       4257.331        4257.331       549043.917      559153.007      20262.799      28245160.360     -91896.843      -91896.843     28030922.876    28046144.775       1049.2          34321     
     3.600         41258.479       588897.891       6455.855        6455.855       582863.569      592336.585      20111.651      27585798.422     75482.597       75482.597      27893412.097    27815087.856       1057.1          34144     
     3.700         41808.456       631670.117       -228.230        -228.230       623914.822      627564.239      19931.289      27176069.125     86807.671       86807.671      27457923.921    27403804.194       962.5           33640     
     3.800         41568.397       617901.201      -2273.183       -2273.183       618309.272      615832.054      19876.672      27112939.390    -164128.974     -164128.974     27254589.498    27019635.470       1059.4          33697     
     3.900         41546.804       620432.665       2292.919        2292.919       613715.356      619366.929      19927.478      27001477.736    -257046.395     -257046.395     27310988.291    26899186.619       1039.1          33715     
     4.000         41681.441       613339.582      -9720.457       -9720.457       617478.512      605688.590      19938.910      27528848.673    -174472.432     -174472.432     27301551.386    27240727.598       1000.8          33619     
     4.100         41941.823       627495.756      18659.638       18659.638       629428.062      647121.547      19644.233      27720573.452    -110811.156     -110811.156     27857820.619    27678385.879       1004.2          33362     
     4.200         41995.169       659638.948       593.957         593.957        646081.048      653453.955      19583.266      27965359.514     48728.045       48728.045      27734724.101    27898769.852       1009.8          33319     
     4.300         41880.855       632020.088      -11193.153      -11193.153      635923.691      622778.736      19467.682      28170725.087    -137340.244     -137340.244     27830105.121    27863074.860       1074.0          33340     
     4.400         42067.568       645507.906       2526.184        2526.184       651219.223      650889.748      19319.073      28483141.482     -27333.661      -27333.661     28223358.164    28325916.162       1036.9          33176     
     4.500         42571.820       691135.298       4030.553        4030.553       677557.543      688376.973      19173.006      28224246.596     124279.347      124279.347     28418018.967    28445412.128       943.3           32790     
     4.600         42470.208       699010.841        42.899          42.899        679978.932      689537.786      19119.659      28204808.203     70125.526       70125.526      28413194.352    28379126.803       1021.1          32837     
     4.700         42548.957       681612.332       2475.969        2475.969       689390.462      687977.366      19134.901      28194135.875     36594.105       36594.105      28158254.804    28212789.444       988.4           32735     
     4.800         42692.485       701418.440       2964.258        2964.258       699208.089      703277.522      19080.284      28112448.822     95517.055       95517.055      27673177.015    27988329.973       962.5           32582     
     4.900         42656.921       725375.853      -2388.892       -2388.892       717772.343      719185.206      19156.494      27329160.133     14989.304       14989.304      27576909.872    27468024.307       926.4           32565     
     5.000         42589.602       697566.736      -1243.338       -1243.338       711228.862      703154.461      19188.247      27695022.129     -16273.653      -16273.653     27564963.492    27613719.158       963.6           32625     
     5.100         42564.199       700212.001      -12151.084      -12151.084      690461.281      683185.558      19095.526      27921770.435     -56467.317      -56467.317     27900139.284    27854487.542       955.7           32639     
     5.200         42730.590       681788.766      -2124.008       -2124.008       683613.953      680577.351      19199.679      28226649.121     -57186.487      -57186.487     28056786.823    28084531.485       892.6           32561     
     5.300         42747.102       714058.927       8946.082        8946.082       709721.782      720836.436      18883.410      28758476.903     104149.945      104149.945     28085262.642    28526019.718       987.3           32418     
     5.400         42630.247       693248.006       3232.222        3232.222       680860.456      690286.453      18732.261      28908442.600    -158911.024     -158911.024     28620845.988    28605733.270       1086.4          32450     
     5.500         42918.573       723037.229       1050.794        1050.794       726752.523      725945.670      18700.507      29301949.879     -33307.411      -33307.411     28669025.311    28952180.184       982.8           32288     
     5.600         43182.765       706763.364      -3775.263       -3775.263       724191.029      711701.934      18705.588      29130982.059     76078.999       76078.999      28571186.620    28927163.339       915.1           32100     
     5.700         43031.617       710869.285       3994.228        3994.228       708662.734      713760.238      18791.959      29051570.557     -80754.887      -80754.887     28497019.940    28693540.361       929.8           32272     
     5.800         42708.997       711194.235      -1653.936       -1653.936       710873.509      709379.937      18739.882      28320100.226     -54738.945      -54738.945     28174453.995    28192538.165       1067.3          32274     
     5.900         43242.463       744628.652       1554.137        1554.137       740830.792      744283.859      18537.928      27976290.266     -13800.693      -13800.693     27893178.334    27920933.607       943.3           31809     
     6.000         43332.644       755809.863      -2180.595       -2180.595       749896.763      750672.717      18723.370      27912328.604     110878.975      110878.975     27876937.113    28005511.833       876.8           31894     
     6.100         43213.249       761051.240       6620.926        6620.926       751922.713      763107.902      18779.257      27797136.355    -124235.478     -124235.478     27824908.626    27686787.012       885.8           31999     
     6.200         42642.949       713494.725      -1683.620       -1683.620       718073.349      714100.417      18931.676      27739894.890     19293.614       19293.614      27043515.367    27410998.743       997.4           32297     
     6.300         42861.416       702118.155       2774.557        2774.557       707926.489      707796.878      18866.898      27400465.214      9888.874        9888.874      26991487.158    27205865.059       961.3           32222     
     6.400         42978.270       727167.429       1995.708        1995.708       730899.782      731029.314      18964.700      26948635.073     288753.448      288753.448     26781682.573    27153912.271       899.4           32074     
     6.500         42844.904       744696.532      -1652.378       -1652.378       736630.659      739011.218      18663.673      26553077.250     68858.270       68858.270      26184273.448    26437533.619       1035.7          31929     
     6.600         42623.897       738563.192      -2674.495       -2674.495       743960.598      738587.400      18700.507      26391031.262     -43635.569      -43635.569     26179510.317    26241635.220       1088.7          32064     
     6.700         43295.809       800580.277      -11860.075      -11860.075      778319.637      777589.881      18422.343      26218942.153     142493.635      142493.635     26193093.477    26348511.450       990.6           31434     
     6.800         43172.604       785780.457       3465.954        3465.954       783638.431      788175.398      18435.045      25941415.578     263237.669      263237.669     26324985.772    26396438.343       995.2           31522     
     6.900         43162.443       762046.238      -2313.013       -2313.013       758676.861      758048.536      18601.435      26082357.272     153267.057      153267.057     26136169.245    26262530.315       958.0           31550     
     7.000         43326.293       770477.001       2395.125        2395.125       780639.452      777953.352      18433.775      26203423.049     55857.398       55857.398      26363807.582    26339472.713       924.1           31276     
     7.100         43399.962       819807.202       2076.310        2076.310       798584.646      811272.234      18277.546      26481979.903     23023.163       23023.163      26450991.999    26489509.114       978.2           31175     
     7.200         43614.618       817733.725       -482.386        -482.386       818976.445      817872.698      18048.917      26337674.549     -12071.382      -12071.382     26307050.425    26310291.105       979.4           30893     
     7.300         43695.908       856787.294       957.038         957.038        846786.487      852743.929      17946.035      26613531.601    -111900.093     -111900.093     26569718.854    26479725.135       994.0           30835     
     7.400         43779.739       866474.081       6259.437        6259.437       853538.523      866265.739      17783.455      26513539.323     -45352.784      -45352.784     26891402.747    26657118.251       1019.9          30627     
     7.500         43872.460       880528.434       5787.026        5787.026       868411.232      880256.859      17666.600      26525968.625     60066.052       60066.052      26571846.749    26608973.740       1008.7          30558     
     7.600         43741.634       872364.349       7888.315        7888.315       869796.490      878968.735      17672.951      26733343.306     50836.112       50836.112      26704235.872    26769625.702       1057.1          30587     
     7.700         43670.505       845724.763       3268.204        3268.204       845080.760      848670.965      17573.879      27057632.205    -226078.814     -226078.814     26588731.040    26597102.809       1127.0          30548     
     7.800         43986.774       868454.497      -1295.838       -1295.838       847074.393      856468.607      17511.641      27192500.305    -112010.446     -112010.446     26775773.619    26872126.516       1040.2          30370     
