        tauB               sizeBin             clust_size          interface_id       press_align_bub1     press_align_bub2     press_align_bub3     press_align_bub4     press_align_bub5  
        0.00               5.016308              41497                  1               9971.424388            0.000000             0.000000             0.000000             0.000000      
        0.10               5.016308              41552                  1               8594.868222            0.000000             0.000000             0.000000             0.000000      
        0.20               5.016308              41990                  1               6679.784507            0.000000             0.000000             0.000000             0.000000      
        0.30               5.016308              42336                  1               5233.604628            0.000000             0.000000             0.000000             0.000000      
        0.40               5.016308              42564                  1               4241.538773            0.000000             0.000000             0.000000             0.000000      
        0.50               5.016308              42630                  1               3455.856228            0.000000             0.000000             0.000000             0.000000      
        0.60               5.016308              42597                  1               2664.853837            0.000000             0.000000             0.000000             0.000000      
        0.70               5.016308              42543                  3               2221.261969           -12.215489            0.000000             0.000000             0.000000      
        0.80               5.016308              42360                  2               1877.684928            0.000000             0.000000             0.000000             0.000000      
        0.90               5.016308              42111                  3               1618.955802            0.000000             0.000000             0.000000             0.000000      
        1.00               5.016308              41986                  4               1549.907405           69.997403            -16.211044            0.000000             0.000000      
        1.10               5.016308              41774                  3               1576.885089            0.000000             0.000000             0.000000             0.000000      
        1.20               5.016308              41651                  2               1472.573598            0.000000             0.000000             0.000000             0.000000      
        1.30               5.016308              41313                  2                347.966341            0.000000             0.000000             0.000000             0.000000      
        1.40               5.016308              40982                  2               1438.844113           -16.166011            0.000000             0.000000             0.000000      
        1.50               5.016308              40862                  2               1348.436729           17.453717             0.000000             0.000000             0.000000      
        1.60               5.016308              40506                  4               1511.236703           37.428946            -61.355941            0.000000             0.000000      
        1.70               5.016308              40283                  2               1602.320217            0.000000             0.000000             0.000000             0.000000      
        1.80               5.016308              40066                  3               1550.916296           36.127804            -66.708217            0.000000             0.000000      
        1.90               5.016308              39947                  1               1501.897597            0.000000             0.000000             0.000000             0.000000      
        2.00               5.016308              39824                  2               1471.663272           68.424753             0.000000             0.000000             0.000000      
        2.10               5.016308              39736                  2               1600.614797            0.000000             0.000000             0.000000             0.000000      
        2.20               5.016308              39418                  2               1593.398385           -22.610405            0.000000             0.000000             0.000000      
        2.30               5.016308              39223                  1               1743.840356            0.000000             0.000000             0.000000             0.000000      
        2.40               5.016308              39244                  3               1591.952641            0.000000             0.000000             0.000000             0.000000      
        2.50               5.016308              39228                  2               1666.431423            0.000000             0.000000             0.000000             0.000000      
        2.60               5.016308              39081                  2               1646.152592           -0.196675             0.000000             0.000000             0.000000      
        2.70               5.016308              38691                  3               1688.359044           -50.604878           54.769975             0.000000             0.000000      
        2.80               5.016308              38658                  1               1713.264031            0.000000             0.000000             0.000000             0.000000      
