        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              43096                  1                    1                 0.000000             3.285714             0.197895             3.881087            213.131262     
        0.00               5.016308              43096                  1                    1                 3.285714             6.571429             0.575775             2.436710            387.996249     
        0.00               5.016308              43096                  1                    1                 6.571429             9.857143             0.767234             3.637621            764.329418     
        0.00               5.016308              43096                  1                    1                 9.857143            13.142857             0.956397             4.780438           1256.511447     
        0.00               5.016308              43096                  1                    1                13.142857            16.428571             0.986628             1.831778            492.549053     
        0.00               5.016308              43096                  1                    1                16.428571            19.714286             0.983560             2.292712            619.891180     
        0.00               5.016308              43096                  1                    1                19.714286            23.000000             0.000000             0.000000             0.000000      
        0.00               5.016308              43096                  1                    1                23.000000            26.285714             0.991009             0.007444             2.070970      
        0.00               5.016308              43096                  1                    1                26.285714            29.571429             0.933981             0.084217            21.263120      
        0.00               5.016308              43096                  1                    1                29.571429            32.857143             0.719781             0.182288            34.921117      
        0.00               5.016308              43096                  1                    1                32.857143            36.142857             0.491135             0.176753            24.859857      
        0.00               5.016308              43096                  1                    1                36.142857            39.428571             0.087693             0.116375             2.946920      
        0.00               5.016308              43096                  1                    1                39.428571            42.714286            -0.037337             0.052899            -0.557560      
        0.00               5.016308              43096                  1                    1                42.714286            46.000000             0.233939             0.017522             1.173277      
        0.10               5.016308              43275                  1                    1                 0.000000             3.285714             0.163757             4.955672            225.276701     
        0.10               5.016308              43275                  1                    1                 3.285714             6.571429             0.433242             2.980997            359.052993     
        0.10               5.016308              43275                  1                    1                 6.571429             9.857143             0.634672             4.218244            734.535608     
        0.10               5.016308              43275                  1                    1                 9.857143            13.142857             0.712330             5.917997           1163.108648     
        0.10               5.016308              43275                  1                    1                13.142857            16.428571             0.723124             2.006564            398.707470     
        0.10               5.016308              43275                  1                    1                16.428571            19.714286             0.723109             1.526503            304.271963     
        0.10               5.016308              43275                  1                    1                19.714286            23.000000             0.836184             0.000649             0.108616      
        0.10               5.016308              43275                  1                    1                23.000000            26.285714             0.737474             0.044062             8.691525      
        0.10               5.016308              43275                  1                    1                26.285714            29.571429             0.694612             0.125372            23.076763      
        0.10               5.016308              43275                  1                    1                29.571429            32.857143             0.615352             0.159007            26.271031      
        0.10               5.016308              43275                  1                    1                32.857143            36.142857             0.545327             0.098561            13.948466      
        0.10               5.016308              43275                  1                    1                36.142857            39.428571             0.526435             0.035302             4.873465      
        0.10               5.016308              43275                  1                    1                39.428571            42.714286             0.137327             0.009139             0.296991      
        0.10               5.016308              43275                  1                    1                42.714286            46.000000             0.764564             0.003919             0.940355      
        0.20               5.016308              43712                  1                    1                 0.000000             3.133333             0.137566             4.285078            166.791975     
        0.20               5.016308              43712                  1                    1                 3.133333             6.266667             0.291689             4.074387            331.272281     
        0.20               5.016308              43712                  1                    1                 6.266667             9.400000             0.482355             4.400009            583.411138     
        0.20               5.016308              43712                  1                    1                 9.400000            12.533333             0.528106             4.886538            713.486848     
        0.20               5.016308              43712                  1                    1                12.533333            15.666667             0.542485             3.503836            523.496669     
        0.20               5.016308              43712                  1                    1                15.666667            18.800000             0.540268             1.913415            283.554672     
        0.20               5.016308              43712                  1                    1                18.800000            21.933333             0.850501             0.004162             1.048859      
        0.20               5.016308              43712                  1                    1                21.933333            25.066667             0.664993             0.047111             8.651187      
        0.20               5.016308              43712                  1                    1                25.066667            28.200000             0.551544             0.094747            13.884179      
        0.20               5.016308              43712                  1                    1                28.200000            31.333333             0.477757             0.139184            18.024137      
        0.20               5.016308              43712                  1                    1                31.333333            34.466667             0.374625             0.136767            14.558805      
        0.20               5.016308              43712                  1                    1                34.466667            37.600000             0.385068             0.109658            11.649566      
        0.20               5.016308              43712                  1                    1                37.600000            40.733333             0.279078             0.051781             4.004331      
        0.20               5.016308              43712                  1                    1                40.733333            43.866667             0.250312             0.011052             0.967200      
        0.20               5.016308              43712                  1                    1                43.866667            47.000000             0.047170             0.002544             0.109309      
        0.30               5.016308              44134                  1                    1                 0.000000             3.133333             0.115094             4.251236            134.313669     
        0.30               5.016308              44134                  1                    1                 3.133333             6.266667             0.254979             4.051568            285.402796     
        0.30               5.016308              44134                  1                    1                 6.266667             9.400000             0.395248             4.353729            477.097393     
        0.30               5.016308              44134                  1                    1                 9.400000            12.533333             0.405842             4.804022            540.692099     
        0.30               5.016308              44134                  1                    1                12.533333            15.666667             0.401104             3.500444            386.465186     
        0.30               5.016308              44134                  1                    1                15.666667            18.800000             0.389617             1.763850            186.201894     
        0.30               5.016308              44134                  1                    1                18.800000            21.933333             0.615983             0.002725             0.513792      
        0.30               5.016308              44134                  1                    1                21.933333            25.066667             0.740455             0.027381             5.808513      
        0.30               5.016308              44134                  1                    1                25.066667            28.200000             0.596242             0.070007            11.928652      
