        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              42334                  1                    1                 0.000000             3.111111             0.178564             3.655496            163.184744     
        0.00               5.016308              42334                  1                    1                 3.111111             6.222222             0.579685             2.728956            395.483694     
        0.00               5.016308              42334                  1                    1                 6.222222             9.333333             0.645161             4.026067            649.365689     
        0.00               5.016308              42334                  1                    1                 9.333333            12.444444             0.883642             3.372626            745.048239     
        0.00               5.016308              42334                  1                    1                12.444444            15.555556             0.815493             3.593400            732.598373     
        0.00               5.016308              42334                  1                    1                15.555556            18.666667             0.870753             2.866345            623.969518     
        0.00               5.016308              42334                  1                    1                18.666667            21.777778             0.973559             0.557554            135.702913     
        0.00               5.016308              42334                  1                    1                21.777778            24.888889             0.935043             0.675182            157.831159     
        0.00               5.016308              42334                  1                    1                24.888889            28.000000             0.986495             0.030668             7.563522      
        0.00               5.016308              42334                  1                    1                28.000000            31.111111             0.845572             0.154234            32.603978      
        0.00               5.016308              42334                  1                    1                31.111111            34.222222             0.606509             0.164185            24.894930      
        0.00               5.016308              42334                  1                    1                34.222222            37.333333             0.530510             0.188326            24.977187      
        0.00               5.016308              42334                  1                    1                37.333333            40.444444             0.252263             0.103308             6.515182      
        0.00               5.016308              42334                  1                    1                40.444444            43.555556             0.195926             0.080937             3.964429      
        0.00               5.016308              42334                  1                    1                43.555556            46.666667             0.185815             0.052956             2.460012      
        0.00               5.016308              42334                  1                    1                46.666667            49.777778            -0.010159             0.031499            -0.080002      
        0.00               5.016308              42334                  1                    1                49.777778            52.888889            -0.011878             0.013174            -0.039118      
        0.00               5.016308              42334                  1                    1                52.888889            56.000000            -0.100967             0.010058            -0.253883      
        0.10               5.016308              42450                  1                    1                 0.000000             3.214286             0.148958             4.106407            152.920804     
        0.10               5.016308              42450                  1                    1                 3.214286             6.428571             0.386394             3.949530            381.518804     
        0.10               5.016308              42450                  1                    1                 6.428571             9.642857             0.625647             4.338103            678.530660     
        0.10               5.016308              42450                  1                    1                 9.642857            12.857143             0.707110             5.806735           1026.499839     
        0.10               5.016308              42450                  1                    1                12.857143            16.071429             0.726747             2.316884            420.946966     
        0.10               5.016308              42450                  1                    1                16.071429            19.285714             0.722164             1.525376            275.392690     
        0.10               5.016308              42450                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.10               5.016308              42450                  1                    1                22.500000            25.714286             0.880897             0.003205             0.705849      
        0.10               5.016308              42450                  1                    1                25.714286            28.928571             0.767223             0.120269            23.068327      
        0.10               5.016308              42450                  1                    1                28.928571            32.142857             0.664069             0.147703            24.521220      
        0.10               5.016308              42450                  1                    1                32.142857            35.357143             0.581737             0.117578            17.099839      
        0.10               5.016308              42450                  1                    1                35.357143            38.571429             0.557316             0.056561             7.880595      
        0.10               5.016308              42450                  1                    1                38.571429            41.785714             0.399227             0.023580             2.353434      
        0.10               5.016308              42450                  1                    1                41.785714            45.000000             0.438713             0.004550             0.499020      
        0.20               5.016308              42943                  1                    1                 0.000000             3.100000             0.127564             4.396500            140.208728     
        0.20               5.016308              42943                  1                    1                 3.100000             6.200000             0.311220             4.005134            311.619445     
        0.20               5.016308              42943                  1                    1                 6.200000             9.300000             0.487038             4.359783            530.844727     
        0.20               5.016308              42943                  1                    1                 9.300000            12.400000             0.518075             4.512501            584.453153     
        0.20               5.016308              42943                  1                    1                12.400000            15.500000             0.542124             4.003982            542.663441     
        0.20               5.016308              42943                  1                    1                15.500000            18.600000             0.530357             1.808466            239.783210     
