        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              44587                  1                    1                 0.000000             3.285714             0.219731             3.984141            306.403669     
        0.00               5.016308              44587                  1                    1                 3.285714             6.571429             0.559449             2.533645            496.106271     
        0.00               5.016308              44587                  1                    1                 6.571429             9.857143             0.754135             3.717931            981.337743     
        0.00               5.016308              44587                  1                    1                 9.857143            13.142857             0.941446             4.945295           1629.504577     
        0.00               5.016308              44587                  1                    1                13.142857            16.428571             0.983572             1.938390            667.291238     
        0.00               5.016308              44587                  1                    1                16.428571            19.714286             0.982814             2.131585            733.232904     
        0.00               5.016308              44587                  1                    1                19.714286            23.000000             0.000000             0.000000             0.000000      
        0.00               5.016308              44587                  1                    1                23.000000            26.285714             0.995998             0.018244             6.359872      
        0.00               5.016308              44587                  1                    1                26.285714            29.571429             0.953514             0.099215            33.111147      
        0.00               5.016308              44587                  1                    1                29.571429            32.857143             0.738192             0.205317            53.047132      
        0.00               5.016308              44587                  1                    1                32.857143            36.142857             0.637738             0.200514            44.756303      
        0.00               5.016308              44587                  1                    1                36.142857            39.428571             0.179971             0.086966             5.478000      
        0.00               5.016308              44587                  1                    1                39.428571            42.714286             0.059400             0.034195             0.710911      
        0.00               5.016308              44587                  1                    1                42.714286            46.000000            -0.005701             0.015166            -0.030260      
        0.10               5.016308              44767                  1                    1                 0.000000             3.214286             0.143851             4.867684            245.077908     
        0.10               5.016308              44767                  1                    1                 3.214286             6.428571             0.395180             3.875195            535.989525     
        0.10               5.016308              44767                  1                    1                 6.428571             9.642857             0.597613             4.382844            916.735815     
        0.10               5.016308              44767                  1                    1                 9.642857            12.857143             0.703754             6.500314           1601.117248     
        0.10               5.016308              44767                  1                    1                12.857143            16.071429             0.729856             2.387250            609.821928     
        0.10               5.016308              44767                  1                    1                16.071429            19.285714             0.721561             1.916823            484.086595     
        0.10               5.016308              44767                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.10               5.016308              44767                  1                    1                22.500000            25.714286             0.771701             0.020326             5.489990      
