        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              42321                  1                    1                 0.000000             3.200000             0.185047             3.440103            155.075028     
        0.00               5.016308              42321                  1                    1                 3.200000             6.400000             0.518287             2.884982            376.582411     
        0.00               5.016308              42321                  1                    1                 6.400000             9.600000             0.713139             3.657171            655.556721     
        0.00               5.016308              42321                  1                    1                 9.600000            12.800000             0.897340             4.890522           1109.299189     
        0.00               5.016308              42321                  1                    1                12.800000            16.000000             0.964660             1.900819            458.594392     
        0.00               5.016308              42321                  1                    1                16.000000            19.200000             0.974884             2.711082            661.607728     
        0.00               5.016308              42321                  1                    1                19.200000            22.400000             0.955690             0.078221            18.908528      
        0.00               5.016308              42321                  1                    1                22.400000            25.600000             0.903495             0.026286             6.273040      
        0.00               5.016308              42321                  1                    1                25.600000            28.800000             0.992671             0.041450            10.167716      
        0.00               5.016308              42321                  1                    1                28.800000            32.000000             0.787124             0.162212            33.671883      
        0.00               5.016308              42321                  1                    1                32.000000            35.200000             0.456619             0.145448            17.368062      
        0.00               5.016308              42321                  1                    1                35.200000            38.400000             0.482590             0.195711            23.921848      
        0.00               5.016308              42321                  1                    1                38.400000            41.600000             0.025153             0.101538             0.095533      
        0.00               5.016308              42321                  1                    1                41.600000            44.800000             0.001136             0.046772            -0.474285      
        0.00               5.016308              42321                  1                    1                44.800000            48.000000            -0.030739             0.008508            -0.037624      
        0.10               5.016308              42458                  1                    1                 0.000000             3.142857             0.130121             4.162431            126.500549     
        0.10               5.016308              42458                  1                    1                 3.142857             6.285714             0.389112             3.960101            391.325974     
        0.10               5.016308              42458                  1                    1                 6.285714             9.428571             0.625208             4.348002            691.299581     
        0.10               5.016308              42458                  1                    1                 9.428571            12.571429             0.707867             5.152667            925.602927     
        0.10               5.016308              42458                  1                    1                12.571429            15.714286             0.725047             3.250952            595.049206     
        0.10               5.016308              42458                  1                    1                15.714286            18.857143             0.719972             1.726602            311.063094     
        0.10               5.016308              42458                  1                    1                18.857143            22.000000             0.000000             0.000000             0.000000      
        0.10               5.016308              42458                  1                    1                22.000000            25.142857             0.992080             0.001327             0.329951      
        0.10               5.016308              42458                  1                    1                25.142857            28.285714             0.757388             0.083974            15.769406      
        0.10               5.016308              42458                  1                    1                28.285714            31.428571             0.663944             0.161882            24.661351      
        0.10               5.016308              42458                  1                    1                31.428571            34.571429             0.544933             0.098703            11.666787      
        0.10               5.016308              42458                  1                    1                34.571429            37.714286             0.530216             0.065076             8.046816      
        0.10               5.016308              42458                  1                    1                37.714286            40.857143             0.544289             0.030018             3.744096      
        0.10               5.016308              42458                  1                    1                40.857143            44.000000             0.378893             0.006325             0.594008      
        0.20               5.016308              42902                  1                    1                 0.000000             3.214286             0.114864             4.330196            120.619823     
        0.20               5.016308              42902                  1                    1                 3.214286             6.428571             0.323302             3.766629            311.023923     
        0.20               5.016308              42902                  1                    1                 6.428571             9.642857             0.483389             4.274985            528.758455     
        0.20               5.016308              42902                  1                    1                 9.642857            12.857143             0.518106             5.898744            780.560971     
        0.20               5.016308              42902                  1                    1                12.857143            16.071429             0.539605             2.330101            315.823556     
        0.20               5.016308              42902                  1                    1                16.071429            19.285714             0.544901             1.615072            223.411778     
        0.20               5.016308              42902                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.20               5.016308              42902                  1                    1                22.500000            25.714286             0.621887             0.011530             1.929522      
        0.20               5.016308              42902                  1                    1                25.714286            28.928571             0.640590             0.085847            13.633549      
        0.20               5.016308              42902                  1                    1                28.928571            32.142857             0.452986             0.169945            17.889827      
        0.20               5.016308              42902                  1                    1                32.142857            35.357143             0.342155             0.153647            11.922740      
        0.20               5.016308              42902                  1                    1                35.357143            38.571429             0.226698             0.092934             4.619520      
        0.20               5.016308              42902                  1                    1                38.571429            41.785714             0.264588             0.036654             2.414449      
        0.20               5.016308              42902                  1                    1                41.785714            45.000000             0.153972             0.007578             0.125358      
        0.30               5.016308              43222                  1                    1                 0.000000             3.187500             0.081307             4.148006            84.891421      
        0.30               5.016308              43222                  1                    1                 3.187500             6.375000             0.264247             3.747627            255.336046     
        0.30               5.016308              43222                  1                    1                 6.375000             9.562500             0.398738             4.334524            455.790996     
        0.30               5.016308              43222                  1                    1                 9.562500            12.750000             0.404264             4.991561            515.985407     
        0.30               5.016308              43222                  1                    1                12.750000            15.937500             0.410368             3.075994            315.255228     
        0.30               5.016308              43222                  1                    1                15.937500            19.125000             0.390440             1.922337            186.097127     
        0.30               5.016308              43222                  1                    1                19.125000            22.312500             0.000000             0.000000             0.000000      
        0.30               5.016308              43222                  1                    1                22.312500            25.500000             0.916111             0.000639             0.204917      
        0.30               5.016308              43222                  1                    1                25.500000            28.687500             0.591669             0.081986            13.360783      
        0.30               5.016308              43222                  1                    1                28.687500            31.875000             0.490646             0.232967            25.608784      
        0.30               5.016308              43222                  1                    1                31.875000            35.062500             0.207726             0.161236             7.178125      
        0.30               5.016308              43222                  1                    1                35.062500            38.250000             0.159815             0.115000             4.918664      
        0.30               5.016308              43222                  1                    1                38.250000            41.437500             0.215258             0.051747             3.064038      
        0.30               5.016308              43222                  1                    1                41.437500            44.625000             0.204338             0.018660             1.189869      
        0.30               5.016308              43222                  1                    1                44.625000            47.812500            -0.484931             0.001949            -0.229390      
        0.30               5.016308              43222                  1                    1                47.812500            51.000000             0.316722             0.000942             0.044772      
        0.40               5.016308              43470                  2                    2                 0.000000             3.214286             0.118193             4.074788            112.898458     
        0.40               5.016308              43470                  2                    2                 3.214286             6.428571             0.246685             3.542881            233.098970     
        0.40               5.016308              43470                  2                    2                 6.428571             9.642857             0.350535             4.227328            392.175757     
        0.40               5.016308              43470                  2                    2                 9.642857            12.857143             0.311774             5.436897            430.989040     
        0.40               5.016308              43470                  2                    2                12.857143            16.071429             0.303718             2.187438            168.162730     
        0.40               5.016308              43470                  2                    2                16.071429            19.285714             0.294610             1.014785            76.646199      
        0.40               5.016308              43470                  2                    2                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.40               5.016308              43470                  2                    2                22.500000            25.714286             0.576588             0.043479             6.102207      
