        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              41494                  1                    1                 0.000000             3.133333             0.195394             3.396545            148.772862     
        0.00               5.016308              41494                  1                    1                 3.133333             6.266667             0.506708             3.210783            365.649891     
        0.00               5.016308              41494                  1                    1                 6.266667             9.400000             0.766361             3.701423            635.534464     
        0.00               5.016308              41494                  1                    1                 9.400000            12.533333             0.927501             4.078970            852.139811     
        0.00               5.016308              41494                  1                    1                12.533333            15.666667             0.972212             2.770051            605.257293     
        0.00               5.016308              41494                  1                    1                15.666667            18.800000             0.976196             2.276761            500.419142     
        0.00               5.016308              41494                  1                    1                18.800000            21.933333             0.984570             0.076139            17.127706      
        0.00               5.016308              41494                  1                    1                21.933333            25.066667             0.978082             0.000615             0.150349      
        0.00               5.016308              41494                  1                    1                25.066667            28.200000             0.988778             0.039650             8.863878      
        0.00               5.016308              41494                  1                    1                28.200000            31.333333             0.922466             0.225303            46.898909      
        0.00               5.016308              41494                  1                    1                31.333333            34.466667             0.391729             0.179454            16.392667      
        0.00               5.016308              41494                  1                    1                34.466667            37.600000             0.583879             0.241484            31.764803      
        0.00               5.016308              41494                  1                    1                37.600000            40.733333             0.221145             0.113200             5.537721      
        0.00               5.016308              41494                  1                    1                40.733333            43.866667            -0.066969             0.061787            -0.985933      
        0.00               5.016308              41494                  1                    1                43.866667            47.000000             0.027541             0.014974             0.149185      
        0.10               5.016308              41667                  1                    1                 0.000000             3.214286             0.162481             4.229964            153.800219     
        0.10               5.016308              41667                  1                    1                 3.214286             6.428571             0.390260             3.684154            323.028109     
        0.10               5.016308              41667                  1                    1                 6.428571             9.642857             0.637589             4.229458            606.830830     
        0.10               5.016308              41667                  1                    1                 9.642857            12.857143             0.712218             5.810330            930.463678     
        0.10               5.016308              41667                  1                    1                12.857143            16.071429             0.734611             2.146419            356.148587     
        0.10               5.016308              41667                  1                    1                16.071429            19.285714             0.734418             1.558827            256.737365     
        0.10               5.016308              41667                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.10               5.016308              41667                  1                    1                22.500000            25.714286             0.825507             0.023828             4.521046      
        0.10               5.016308              41667                  1                    1                25.714286            28.928571             0.764111             0.141277            24.034528      
        0.10               5.016308              41667                  1                    1                28.928571            32.142857             0.631261             0.143865            20.413953      
        0.10               5.016308              41667                  1                    1                32.142857            35.357143             0.581238             0.120644            15.695341      
        0.10               5.016308              41667                  1                    1                35.357143            38.571429             0.469690             0.059713             6.409735      
        0.10               5.016308              41667                  1                    1                38.571429            41.785714             0.435057             0.025877             2.589840      
        0.10               5.016308              41667                  1                    1                41.785714            45.000000             0.608462             0.002039             0.248135      
        0.20               5.016308              42075                  1                    1                 0.000000             3.285714             0.152995             4.810102            166.605147     
        0.20               5.016308              42075                  1                    1                 3.285714             6.571429             0.306574             3.012721            206.584322     
        0.20               5.016308              42075                  1                    1                 6.571429             9.857143             0.474988             4.055652            434.380527     
        0.20               5.016308              42075                  1                    1                 9.857143            13.142857             0.524258             5.651039            665.407768     
        0.20               5.016308              42075                  1                    1                13.142857            16.428571             0.515395             2.205292            256.524173     
        0.20               5.016308              42075                  1                    1                16.428571            19.714286             0.540283             1.798632            218.403707     
        0.20               5.016308              42075                  1                    1                19.714286            23.000000             0.878981             0.001307             0.255204      
        0.20               5.016308              42075                  1                    1                23.000000            26.285714             0.669248             0.029342             4.524137      
        0.20               5.016308              42075                  1                    1                26.285714            29.571429             0.565924             0.093797            11.850462      
        0.20               5.016308              42075                  1                    1                29.571429            32.857143             0.467249             0.158663            16.514886      
        0.20               5.016308              42075                  1                    1                32.857143            36.142857             0.366753             0.139725            11.407671      
        0.20               5.016308              42075                  1                    1                36.142857            39.428571             0.211511             0.080429             3.665940      
        0.20               5.016308              42075                  1                    1                39.428571            42.714286             0.318532             0.026505             1.966202      
        0.20               5.016308              42075                  1                    1                42.714286            46.000000             0.373394             0.005900             0.514531      
        0.30               5.016308              42463                  1                    1                 0.000000             3.136364             0.092171             3.951375            83.205642      
        0.30               5.016308              42463                  1                    1                 3.136364             6.272727             0.245282             3.564857            197.302339     
        0.30               5.016308              42463                  1                    1                 6.272727             9.409091             0.362086             4.122287            336.408760     
        0.30               5.016308              42463                  1                    1                 9.409091            12.545455             0.405757             4.251666            387.316959     
        0.30               5.016308              42463                  1                    1                12.545455            15.681818             0.402639             3.510061            318.233584     
        0.30               5.016308              42463                  1                    1                15.681818            18.818182             0.398272             2.415658            216.815069     
        0.30               5.016308              42463                  1                    1                18.818182            21.954545             0.310228             0.235845            16.261013      
        0.30               5.016308              42463                  1                    1                21.954545            25.090909             0.633904             0.037896             5.583139      
        0.30               5.016308              42463                  1                    1                25.090909            28.227273             0.583745             0.051293             6.702038      
        0.30               5.016308              42463                  1                    1                28.227273            31.363636             0.400713             0.084346             7.554725      
        0.30               5.016308              42463                  1                    1                31.363636            34.500000             0.274719             0.099734             6.139161      
        0.30               5.016308              42463                  1                    1                34.500000            37.636364             0.158676             0.114445             4.158057      
        0.30               5.016308              42463                  1                    1                37.636364            40.772727             0.156103             0.081435             2.935500      
        0.30               5.016308              42463                  1                    1                40.772727            43.909091             0.322932             0.038987             2.842218      
        0.30               5.016308              42463                  1                    1                43.909091            47.045455             0.146339             0.009999             0.340855      
        0.30               5.016308              42463                  1                    1                47.045455            50.181818             0.512157             0.004600             0.538984      
        0.30               5.016308              42463                  1                    1                50.181818            53.318182             0.125126             0.006228             0.140377      
        0.30               5.016308              42463                  1                    1                53.318182            56.454545             0.289790             0.003015             0.196456      
        0.30               5.016308              42463                  1                    1                56.454545            59.590909             0.751483             0.001252             0.235282      
        0.30               5.016308              42463                  1                    1                59.590909            62.727273             0.514325             0.003240             0.365359      
        0.30               5.016308              42463                  1                    1                62.727273            65.863636             0.515986             0.005112             0.562969      
        0.30               5.016308              42463                  1                    1                65.863636            69.000000             0.231085             0.002293             0.129976      
        0.40               5.016308              42897                  1                    1                 0.000000             3.285714             0.167066             4.681589            176.051097     
        0.40               5.016308              42897                  1                    1                 3.285714             6.571429             0.246560             2.632185            145.731670     
        0.40               5.016308              42897                  1                    1                 6.571429             9.857143             0.319985             4.193793            303.181137     
        0.40               5.016308              42897                  1                    1                 9.857143            13.142857             0.311557             5.169633            362.399880     
        0.40               5.016308              42897                  1                    1                13.142857            16.428571             0.301449             1.770033            120.205904     
        0.40               5.016308              42897                  1                    1                16.428571            19.714286             0.304320             1.155821            78.492350      
        0.40               5.016308              42897                  1                    1                19.714286            23.000000             0.593249             0.022784             3.110578      
        0.40               5.016308              42897                  1                    1                23.000000            26.285714             0.464219             0.054168             5.715525      
        0.40               5.016308              42897                  1                    1                26.285714            29.571429             0.403657             0.135375            12.246118      
        0.40               5.016308              42897                  1                    1                29.571429            32.857143             0.293237             0.199211            12.962871      
        0.40               5.016308              42897                  1                    1                32.857143            36.142857             0.238893             0.144142             7.650008      
        0.40               5.016308              42897                  1                    1                36.142857            39.428571             0.161538             0.080655             2.698111      
        0.40               5.016308              42897                  1                    1                39.428571            42.714286             0.102097             0.036705             0.832233      
        0.40               5.016308              42897                  1                    1                42.714286            46.000000             0.029583             0.009324             0.052048      
        0.50               5.016308              43139                  1                    1                 0.000000             3.142857             0.174473             3.788575            150.243594     
        0.50               5.016308              43139                  1                    1                 3.142857             6.285714             0.216900             3.964301            195.021086     
        0.50               5.016308              43139                  1                    1                 6.285714             9.428571             0.278812             3.663027            229.779690     
        0.50               5.016308              43139                  1                    1                 9.428571            12.571429             0.251224             4.203697            238.109828     
        0.50               5.016308              43139                  1                    1                12.571429            15.714286             0.228083             1.856601            94.567011      
        0.50               5.016308              43139                  1                    1                15.714286            18.857143             0.240093             0.407499            21.727212      
        0.50               5.016308              43139                  1                    1                18.857143            22.000000             0.539400             0.041566             5.104495      
        0.50               5.016308              43139                  1                    1                22.000000            25.142857             0.554675             0.170461            21.438024      
        0.50               5.016308              43139                  1                    1                25.142857            28.285714             0.378049             0.252337            21.401171      
        0.50               5.016308              43139                  1                    1                28.285714            31.428571             0.330989             0.203361            15.526944      
        0.50               5.016308              43139                  1                    1                31.428571            34.571429             0.273734             0.128500             7.871091      
        0.50               5.016308              43139                  1                    1                34.571429            37.714286             0.100981             0.055116             1.112836      
        0.50               5.016308              43139                  1                    1                37.714286            40.857143            -0.026382             0.019928            -0.113103      
        0.50               5.016308              43139                  1                    1                40.857143            44.000000             0.549216             0.004341             0.505642      
        0.60               5.016308              43393                  1                    1                 0.000000             3.142857             0.133254             3.837784            113.820215     
        0.60               5.016308              43393                  1                    1                 3.142857             6.285714             0.224107             3.113576            157.338928     
        0.60               5.016308              43393                  1                    1                 6.285714             9.428571             0.267727             3.643255            220.554798     
        0.60               5.016308              43393                  1                    1                 9.428571            12.571429             0.204638             3.745295            172.577543     
        0.60               5.016308              43393                  1                    1                12.571429            15.714286             0.187723             1.714641            71.321886      
        0.60               5.016308              43393                  1                    1                15.714286            18.857143             0.182390             0.548108            22.746688      
        0.60               5.016308              43393                  1                    1                18.857143            22.000000             0.410764             0.090784             8.384078      
        0.60               5.016308              43393                  1                    1                22.000000            25.142857             0.350204             0.124440             9.811475      
        0.60               5.016308              43393                  1                    1                25.142857            28.285714             0.310162             0.167478            11.629761      
        0.60               5.016308              43393                  1                    1                28.285714            31.428571             0.154676             0.096303             3.339989      
        0.60               5.016308              43393                  1                    1                31.428571            34.571429             0.024065             0.065618             0.363878      
        0.60               5.016308              43393                  1                    1                34.571429            37.714286             0.090658             0.039361             0.791092      
        0.60               5.016308              43393                  1                    1                37.714286            40.857143            -0.017277             0.021046            -0.094968      
        0.60               5.016308              43393                  1                    1                40.857143            44.000000             0.213131             0.005227             0.248628      
        0.70               5.016308              43447                  1                    1                 0.000000             3.333333             0.166499             4.228351            158.431344     
        0.70               5.016308              43447                  1                    1                 3.333333             6.666667             0.210205             2.018703            97.478249      
        0.70               5.016308              43447                  1                    1                 6.666667            10.000000             0.217443             3.692584            180.409295     
        0.70               5.016308              43447                  1                    1                10.000000            13.333333             0.192111             2.681959            115.778621     
        0.70               5.016308              43447                  1                    1                13.333333            16.666667             0.147255             0.160764             5.334274      
        0.70               5.016308              43447                  1                    1                16.666667            20.000000             0.250450             0.214858            12.294451      
        0.70               5.016308              43447                  1                    1                20.000000            23.333333             0.334999             0.205919            15.378075      
        0.70               5.016308              43447                  1                    1                23.333333            26.666667             0.048065             0.145689             1.289288      
        0.70               5.016308              43447                  1                    1                26.666667            30.000000             0.058543             0.089583             1.158859      
        0.70               5.016308              43447                  1                    1                30.000000            33.333333             0.049305             0.030599             0.285794      
        0.70               5.016308              43447                  1                    1                33.333333            36.666667            -0.099069             0.010025            -0.192938      
        0.70               5.016308              43447                  1                    1                36.666667            40.000000             0.678937             0.003532             0.558474      
        0.80               5.016308              43508                  2                    2                 0.000000             3.181818             0.128972             3.657933            106.226490     
        0.80               5.016308              43508                  2                    2                 3.181818             6.363636             0.200584             2.782634            126.180401     
        0.80               5.016308              43508                  2                    2                 6.363636             9.545455             0.202524             3.289729            151.642754     
        0.80               5.016308              43508                  2                    2                 9.545455            12.727273             0.218874             1.283187            63.370915      
        0.80               5.016308              43508                  2                    2                12.727273            15.909091             0.503662             0.133352            15.173078      
        0.80               5.016308              43508                  2                    2                15.909091            19.090909             0.282212             0.239041            15.420619      
        0.80               5.016308              43508                  2                    2                19.090909            22.272727             0.186777             0.205562             8.626696      
        0.80               5.016308              43508                  2                    2                22.272727            25.454545             0.019443             0.114824             0.246398      
        0.80               5.016308              43508                  2                    2                25.454545            28.636364            -0.025230             0.027254            -0.133098      
        0.80               5.016308              43508                  2                    2                28.636364            31.818182             0.050578             0.015702             0.222604      
        0.80               5.016308              43508                  2                    2                31.818182            35.000000            -0.389599             0.002387            -0.203186      
        0.90               5.016308              43455                  4                    4                 0.000000             3.111111             0.087472             3.650805            71.332369      
        0.90               5.016308              43455                  4                    4                 3.111111             6.222222             0.111422             3.184396            79.239085      
        0.90               5.016308              43455                  4                    4                 6.222222             9.333333             0.168164             2.865183            108.154958     
        0.90               5.016308              43455                  4                    4                 9.333333            12.444444             0.165600             1.511914            56.837804      
        0.90               5.016308              43455                  4                    4                12.444444            15.555556             0.388074             0.182795            15.925932      
        0.90               5.016308              43455                  4                    4                15.555556            18.666667             0.306170             0.164879            11.344312      
        0.90               5.016308              43455                  4                    4                18.666667            21.777778             0.267838             0.160032             9.679493      
        0.90               5.016308              43455                  4                    4                21.777778            24.888889             0.094246             0.152610             3.202008      
        0.90               5.016308              43455                  4                    4                24.888889            28.000000             0.052498             0.078284             0.856323      
        0.90               5.016308              43455                  4                    4                28.000000            31.111111            -0.077576             0.032324            -0.488629      
        0.90               5.016308              43455                  4                    4                31.111111            34.222222            -0.238194             0.007920            -0.375136      
        0.90               5.016308              43455                  4                    4                34.222222            37.333333            -0.475627             0.003406            -0.358033      
        0.90               5.016308              43455                  4                    4                37.333333            40.444444            -0.262304             0.002475            -0.169213      
        0.90               5.016308              43455                  4                    4                40.444444            43.555556            -0.089764             0.001200            -0.027828      
        0.90               5.016308              43455                  4                    4                43.555556            46.666667            -0.304341             0.003881            -0.287717      
        0.90               5.016308              43455                  4                    4                46.666667            49.777778            -0.503346             0.004146            -0.439818      
        0.90               5.016308              43455                  4                    4                49.777778            52.888889            -0.222449             0.002565            -0.138685      
        0.90               5.016308              43455                  4                    4                52.888889            56.000000             0.281824             0.001783             0.088295      
