      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         44552             1               1             14202           14224         94.336031        1.175378       609.640810      378.291332      36.116071        2.315307          811      
      0.10          5.016308         44821             1               1             14391           14342         84.150945        1.260600       546.019920      322.794810      33.986711        2.402762          678      
      0.20          5.016308         45249             1               1             14565           14625         84.547545        1.241353       551.443954      328.152700      33.981854        2.788005          682      
      0.30          5.016308         45585             1               1             14404           14583         86.040159        1.489500       560.702577      337.520481      33.884924        3.084987          697      
      0.40          5.016308         45829             1               1             14014           14014         87.340798        1.491658       570.722828      355.791026      32.709464        3.428495          695      
      0.50          5.016308         45790             1               1             13962           13736         88.026820        1.521007       578.577188      367.122430      32.129752        4.258934          697      
      0.60          5.016308         45719             2               2             11903           11949         89.264880        2.761428       589.521505      434.532556      27.109215        6.083183          640      
      0.70          5.016308         45502             3               3             11009           11709         89.428747        2.417602       587.174874      432.327190      25.393652        5.213682          616      
      0.80          5.016308         45256             1               1              9469           10351         89.873174        2.950824       603.838329      447.523859      22.076839        4.729324          565      
      0.90          5.016308         44900             2               2              9199            9905         90.132616        3.075262       632.403042      462.953625      21.238170        5.176165          557      
      1.00          5.016308         44727             4               4              8739            9102         90.802757        3.192008       616.024235      469.320201      20.160487        5.272741          537      
      1.10          5.016308         44342             1               1              8632            8869         90.503828        2.815341       629.848511      470.043914      19.584083        4.867024          527      
      1.20          5.016308         43932             1               1              8548            8756         89.976281        2.783291       599.193793      465.461545      19.185112        4.896161          516      
      1.30          5.016308         43725             3               3              8165            8512         90.319155        2.496205       596.210440      463.627399      18.803116        4.321697          513      
      1.40          5.016308         43646             3               3              8364            8687         90.739353        3.482947       611.420742      477.441599      19.492131        6.243941          533      
      1.50          5.016308         43397             1               1              8287            8347         89.461776        3.525764       595.334831      482.741661      18.165983        7.119762          499      
      1.60          5.016308         43142             1               1              7913            8773         90.252069        3.083016       611.294342      472.779979      18.993996        6.077964          520      
      1.70          5.016308         42949             3               3              8439            9308         91.216323        5.868850       680.206146      477.122862      21.378208        9.815069          547      
      1.80          5.016308         42808             1               1              8534            8806         81.601697       27.028326       556.382674      468.128041      11.427896       30.140531          543      
      1.90          5.016308         42785             2               2              8013            8531         89.801175        4.227331       613.372232      470.305999      18.800616        7.329823          512      
