      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         42318             1               1             14632           14214         94.127849        1.834719       609.740487      364.779820      39.090277        5.954200          847      
      0.10          5.016308         42521             1               1             13791           13714         85.144721        1.491136       557.995044      328.164164      34.343529        2.417252          692      
      0.20          5.016308         43027             1               1             14279           14123         86.733745        2.252038       583.227914      323.650280      36.705952        3.493760          737      
      0.30          5.016308         43460             1               1             14067           13904         86.520421        1.593620       567.521274      333.143524      34.777636        2.703014          711      
      0.40          5.016308         43807             1               1             13445           13743         87.977444        1.547641       574.312274      354.557148      33.597253        2.833927          714      
      0.50          5.016308         44035             2               2             13397           13328         89.085135        1.752363       586.558002      367.795695      32.885152        3.532564          717      
      0.60          5.016308         44095             4               4             12743           12975         90.401380        2.477139       604.973075      397.881111      31.699006        5.499350          716      
      0.70          5.016308         44137             1               1             11371           10482         90.419122        3.390401       593.840552      443.827080      25.622019        7.083342          626      
      0.80          5.016308         44050             2               2              9397            9478         91.371656        2.810142       632.877553      454.175848      22.265113        5.463403          577      
      0.90          5.016308         44049             1               1              9049            8813         91.625998        2.120622       610.903564      463.259815      20.761945        4.460402          557      
      1.00          5.016308         43971             4               4              8527            8808         91.959809        2.137546       603.446141      472.945258      19.898860        4.447509          543      
      1.00          5.016308         43971             4               3               67              87          18.636009       10.374645       159.944644       0.000000       18.636009       10.374645           38      
      1.10          5.016308         43798             4               4              8785            8976         92.719572        3.189168       640.273496      473.481254      20.935112        5.805137          571      
      1.10          5.016308         43798             4               1               67              76           3.312680        0.661285       21.645232        0.000000        3.312680        0.661285           33      
      1.20          5.016308         43653             2               2              7867            8750         92.426552        2.575786       616.814959      481.108270      19.077540        4.571874          530      
      1.30          5.016308         43651             4               4              8043            8617         93.305618        2.432050       626.177016      480.956130      19.686879        4.473601          547      
      1.30          5.016308         43651             4               8               66              72          11.035059        4.532038       84.650292        0.000000       11.035059        4.532038           31      
      1.40          5.016308         43483             3               3              8354            8017         93.078608        3.282897       623.218186      484.314065      19.063627        5.181974          538      
      1.50          5.016308         43215             3               3              8418            8098         93.290708        2.338798       639.172650      483.695708      19.451690        4.677520          545      
      1.50          5.016308         43215             3               6               47              81          10.216932        2.810719       78.006991        0.000000       10.216932        2.810719           31      
