      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         40334             1               1             14168           14206         93.138932        1.612133       606.002019      349.581298      39.860328        5.684757          847      
      0.10          5.016308         40534             1               1             12861           13876         85.766852        2.932328       563.920110      336.960904      34.501895        5.736880          706      
      0.20          5.016308         40940             1               1             13185           14290         85.824328        3.469196       569.153361      333.212651      36.019503        7.138676          726      
      0.30          5.016308         41352             1               1             13101           14113         86.282607        3.551618       573.199125      343.069884      35.009690        7.831143          724      
      0.40          5.016308         41576             1               1             12698           13928         87.709474        3.862958       595.405280      360.755492      34.462626        8.204178          726      
      0.50          5.016308         41636             1               1             11752           12908         88.048842        4.458565       598.086727      388.857169      30.724669        8.968543          685      
      0.60          5.016308         41750             1               1             10856           12283         88.477221        4.147988       593.917364      410.995484      28.244080        9.521645          653      
      0.70          5.016308         41619             1               1              9993           11233         88.100387        4.381498       598.164096      434.028239      24.915584        9.499034          601      
      0.80          5.016308         41274             2               2              9651           10301         88.623911        4.380801       600.393516      443.685431      23.536021        9.282049          585      
      0.90          5.016308         41070             3               3              9307           11461         90.663229        6.840739       653.599653      460.883639      26.120361       12.247709          634      
      0.90          5.016308         41070             3               1               91              61          71.327903       42.035554       545.966100       0.000000       71.327903       42.035554           27      
      0.90          5.016308         41070             3               5               64              43           6.547037        3.047907       48.981676        0.000000        6.547037        3.047907           20      
      1.00          5.016308         40934             1               1              7059            9746         86.986148        4.478934       585.430150      487.301516      17.973245       10.489242          488      
      1.10          5.016308         40476             2               2              7975           10313         88.905539        5.658338       631.502886      475.150437      21.508866       11.289840          563      
      1.10          5.016308         40476             2               3               58              56          10.118453        4.910356       94.120863        0.000000       10.118453        4.910356           21      
      1.20          5.016308         40250             3               3              8506           10640         96.169828       18.287712       526.499288      468.058333      29.910716       24.568210          624      
      1.20          5.016308         40250             3               2              108             106          11.584953        5.842505       111.380633       0.000000       11.584953        5.842505           32      
      1.20          5.016308         40250             3               8               97             102          12.194343        2.054928       84.675976        0.000000       12.194343        2.054928           33      
      1.20          5.016308         40250             3               7               42              93           9.561061        2.164510       72.423322        0.000000        9.561061        2.164510           22      
      1.20          5.016308         40250             3               1               62              68           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           19      
      1.30          5.016308         39998             1               1              7543           10374         89.267830        6.521648       636.990903      480.472048      21.462678       13.554127          564      
